,,,"Haliburton, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Language spoken most often at home","        Aboriginal languages; n.o.s.",,       0,,       0,,       0,,     120,,      55,,      65,
"Language spoken most often at home","      Non-Aboriginal languages",,     210,,     110,,     105,, 1907105,,  904930,, 1002170,
"Language spoken most often at home","        Afro-Asiatic languages",,       0,,       0,,       0,,  138460,,   66865,,   71590,
"Language spoken most often at home","          Berber languages",,       0,,       0,,       0,,     345,,     175,,     170,
"Language spoken most often at home","            Kabyle",,       0,,       0,,       0,,     255,,     125,,     130,
"Language spoken most often at home","            Berber languages; n.i.e.",,       0,,       0,,       0,,      90,,      50,,      45,
"Language spoken most often at home","          Cushitic languages",,       0,,       0,,       0,,   14460,,    6100,,    8360,
"Language spoken most often at home","            Bilen",,       0,,       0,,       0,,     170,,      80,,      85,
"Language spoken most often at home","            Oromo",,       0,,       0,,       0,,     805,,     380,,     425,
"Language spoken most often at home","            Somali",,       0,,       0,,       0,,   13370,,    5590,,    7780,
"Language spoken most often at home","            Cushitic languages; n.i.e.",,       0,,       0,,       0,,     110,,      50,,      65,
"Language spoken most often at home","          Semitic languages",,       0,,       0,,       0,,  123410,,   60475,,   62940,
"Language spoken most often at home","            Amharic",,       0,,       0,,       0,,    5625,,    2540,,    3085,
"Language spoken most often at home","            Arabic",,       0,,       0,,       0,,   94195,,   46505,,   47695,
"Language spoken most often at home","            Assyrian Neo-Aramaic",,       0,,       0,,       0,,    9515,,    4595,,    4920,
"Language spoken most often at home","            Chaldean Neo-Aramaic",,       0,,       0,,       0,,    2915,,    1410,,    1500,
"Language spoken most often at home","            Harari",,       0,,       0,,       0,,     555,,     250,,     305,
"Language spoken most often at home","            Hebrew",,       0,,       0,,       0,,    4850,,    2505,,    2345,
"Language spoken most often at home","            Maltese",,       0,,       0,,       0,,    1090,,     505,,     580,
"Language spoken most often at home","            Tigrigna",,       0,,       0,,       0,,    3920,,    1805,,    2115,
"Language spoken most often at home","            Semitic languages; n.i.e.",,       0,,       0,,       0,,     755,,     360,,     395,
"Language spoken most often at home","          Afro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,     245,,     115,,     125,
"Language spoken most often at home","        Austro-Asiatic languages",,       0,,       0,,       0,,   50245,,   23105,,   27140,
"Language spoken most often at home","          Khmer (Cambodian)",,       0,,       0,,       0,,    3770,,    1650,,    2120,
"Language spoken most often at home","          Vietnamese",,       0,,       0,,       0,,   46435,,   21435,,   25000,
"Language spoken most often at home","          Austro-Asiatic languages; n.i.e",,       0,,       0,,       0,,      40,,      20,,      20,
"Language spoken most often at home","        Austronesian languages",,       0,,       0,,       0,,   85370,,   36525,,   48845,
"Language spoken most often at home","          Bikol",,       0,,       0,,       0,,      90,,      35,,      55,
"Language spoken most often at home","          Cebuano",,       0,,       0,,       0,,    2325,,    1020,,    1315,
"Language spoken most often at home","          Fijian",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","          Hiligaynon",,       0,,       0,,       0,,     910,,     385,,     530,
"Language spoken most often at home","          Ilocano",,       0,,       0,,       5,,    4100,,    1780,,    2320,
"Language spoken most often at home","          Malagasy",,       0,,       0,,       0,,      35,,      15,,      20,
"Language spoken most often at home","          Malay",,       0,,       0,,       0,,    1810,,     860,,     945,
"Language spoken most often at home","          Pampangan (Kapampangan; Pampango)",,       0,,       0,,       0,,     445,,     200,,     250,
"Language spoken most often at home","          Pangasinan",,       0,,       0,,       0,,      90,,      40,,      50,
"Language spoken most often at home","          Tagalog (Pilipino; Filipino)",,       0,,       0,,       0,,   75070,,   31965,,   43105,
"Language spoken most often at home","          Waray-Waray",,       0,,       0,,       0,,      90,,      35,,      55,
"Language spoken most often at home","          Austronesian languages; n.i.e.",,       0,,       0,,       0,,     380,,     175,,     200,
"Language spoken most often at home","        Creole languages",,       0,,       0,,       0,,    5325,,    2355,,    2970,
"Language spoken most often at home","          Haitian Creole",,       0,,       0,,       0,,     355,,     165,,     190,
"Language spoken most often at home","          Creole; n.o.s.",,       0,,       0,,       0,,    3995,,    1735,,    2255,
"Language spoken most often at home","          Creole languages; n.i.e.",,       0,,       0,,       0,,     975,,     455,,     520,
"Language spoken most often at home","        Dravidian languages",,       0,,       0,,       0,,   96250,,   46575,,   49680,
"Language spoken most often at home","          Kannada",,       0,,       0,,       0,,    1060,,     540,,     520,
"Language spoken most often at home","          Malayalam",,       0,,       0,,       0,,    8760,,    4460,,    4295,
"Language spoken most often at home","          Tamil",,       0,,       0,,       0,,   80600,,   38460,,   42140,
"Language spoken most often at home","          Telugu",,       0,,       0,,       0,,    5705,,    3050,,    2655,
"Language spoken most often at home","          Dravidian languages; n.i.e.",,       0,,       0,,       0,,     125,,      55,,      70,
"Language spoken most often at home","        Hmong-Mien languages",,       0,,       0,,       0,,     200,,      95,,     105,
"Language spoken most often at home","        Indo-European languages",,     165,,      85,,      80,,  978300,,  469640,,  508670,
"Language spoken most often at home","          Albanian",,       0,,       0,,       0,,    9190,,    4580,,    4605,
"Language spoken most often at home","          Armenian",,       0,,       0,,       0,,    8630,,    4065,,    4560,
"Language spoken most often at home","          Balto-Slavic languages",,      80,,      40,,      35,,  192945,,   90585,,  102365,
"Language spoken most often at home","            Baltic languages",,       0,,       0,,       0,,    2305,,     950,,    1355,
"Language spoken most often at home","              Latvian",,       0,,       0,,       0,,     860,,     350,,     515,
"Language spoken most often at home","              Lithuanian",,       0,,       0,,       0,,    1440,,     600,,     840,
"Language spoken most often at home","            Slavic languages",,      80,,      35,,      35,,  190645,,   89635,,  101005,
"Language spoken most often at home","              Belarusan",,       0,,       0,,       0,,     175,,      80,,      90,
"Language spoken most often at home","              Bosnian",,       0,,       0,,       0,,    3220,,    1595,,    1620,
"Language spoken most often at home","              Bulgarian",,       0,,       0,,       0,,    4830,,    2350,,    2480,
"Language spoken most often at home","              Croatian",,       5,,       5,,       5,,   11125,,    5275,,    5855,
"Language spoken most often at home","              Czech",,      10,,       5,,       0,,    3070,,    1480,,    1595,
"Language spoken most often at home","              Macedonian",,       0,,       0,,       0,,    6255,,    2965,,    3285,
"Language spoken most often at home","              Polish",,      40,,      20,,      20,,   52555,,   24510,,   28045,
"Language spoken most often at home","              Russian",,      25,,      10,,      10,,   63570,,   29655,,   33920,
"Language spoken most often at home","              Serbian",,       0,,       0,,       0,,   23175,,   11335,,   11840,
"Language spoken most often at home","              Serbo-Croatian",,       0,,       0,,       0,,    1925,,     920,,    1010,
"Language spoken most often at home","              Slovak",,       0,,       0,,       0,,    3520,,    1680,,    1845,
"Language spoken most often at home","              Slovene (Slovenian)",,       0,,       0,,       0,,    1465,,     645,,     815,
"Language spoken most often at home","              Ukrainian",,       0,,       0,,       0,,   15415,,    6995,,    8420,
"Language spoken most often at home","              Slavic languages; n.i.e.",,       0,,       0,,       0,,     355,,     160,,     190,
"Language spoken most often at home","          Celtic languages",,       0,,       0,,       0,,     120,,      65,,      55,
"Language spoken most often at home","            Scottish Gaelic",,       0,,       0,,       0,,      60,,      30,,      25,
"Language spoken most often at home","            Welsh",,       0,,       0,,       0,,      30,,      10,,      15,
"Language spoken most often at home","            Celtic languages; n.i.e.",,       0,,       0,,       0,,      35,,      20,,      15,
"Language spoken most often at home","          Germanic languages",,      45,,      30,,      15,,   44515,,   21630,,   22880,
"Language spoken most often at home","            Afrikaans",,       0,,       0,,       0,,     755,,     365,,     390,
"Language spoken most often at home","            Danish",,       0,,       0,,       0,,     280,,     135,,     150,
"Language spoken most often at home","            Dutch",,       5,,       5,,       0,,    4450,,    2145,,    2305,
"Language spoken most often at home","            Frisian",,       0,,       0,,       0,,      90,,      45,,      45,
"Language spoken most often at home","            German",,      40,,      25,,      15,,   37255,,   18140,,   19120,
"Language spoken most often at home","            Icelandic",,       0,,       0,,       0,,      45,,      20,,      30,
"Language spoken most often at home","            Norwegian",,       0,,       0,,       0,,      70,,      30,,      40,
"Language spoken most often at home","            Swedish",,       0,,       0,,       0,,     385,,     190,,     190,
"Language spoken most often at home","            Vlaams (Flemish)",,       0,,       0,,       0,,     145,,      60,,      85,
"Language spoken most often at home","            Yiddish",,       0,,       0,,       0,,     370,,     190,,     185,
"Language spoken most often at home","            Germanic languages; n.i.e.",,       0,,       0,,       0,,     655,,     315,,     340,
"Language spoken most often at home","          Greek",,       5,,       0,,       0,,   21700,,   10160,,   11535,
"Language spoken most often at home","          Indo-Iranian languages",,      30,,      15,,      20,,  435835,,  215755,,  220080,
"Language spoken most often at home","            Indo-Aryan languages",,      30,,      15,,      20,,  344050,,  171125,,  172920,
"Language spoken most often at home","              Bengali",,       0,,       0,,       0,,   29590,,   14595,,   14995,
"Language spoken most often at home","              Gujarati",,      15,,       5,,      10,,   45445,,   22410,,   23035,
"Language spoken most often at home","              Hindi",,       0,,       0,,       0,,   28960,,   14485,,   14475,
"Language spoken most often at home","              Kashmiri",,       0,,       0,,       0,,      65,,      30,,      35,
"Language spoken most often at home","              Konkani",,       0,,       0,,       0,,     540,,     260,,     280,
"Language spoken most often at home","              Marathi",,       0,,       0,,       0,,    2420,,    1230,,    1190,
"Language spoken most often at home","              Nepali",,       0,,       0,,       0,,    5640,,    2815,,    2820,
"Language spoken most often at home","              Oriya (Odia)",,       0,,       0,,       0,,     325,,     160,,     165,
"Language spoken most often at home","              Punjabi (Panjabi)",,       5,,       5,,       0,,  132135,,   66410,,   65725,
"Language spoken most often at home","              Sindhi",,       0,,       0,,       0,,    2880,,    1320,,    1560,
"Language spoken most often at home","              Sinhala (Sinhalese)",,       0,,       0,,       0,,    4595,,    2250,,    2345,
"Language spoken most often at home","              Urdu",,      10,,       5,,       0,,   91450,,   45160,,   46295,
"Language spoken most often at home","            Iranian languages",,       0,,       0,,       0,,   90730,,   44090,,   46640,
"Language spoken most often at home","              Kurdish",,       0,,       0,,       0,,    3675,,    1900,,    1770,
"Language spoken most often at home","              Pashto",,       0,,       0,,       0,,    6750,,    3360,,    3395,
"Language spoken most often at home","              Persian (Farsi)",,       0,,       0,,       0,,   80305,,   38830,,   41475,
"Language spoken most often at home","            Indo-Iranian languages; n.i.e.",,       0,,       0,,       0,,    1050,,     540,,     515,
"Language spoken most often at home","          Italic (Romance) languages",,       5,,       5,,       5,,  265375,,  122790,,  142585,
"Language spoken most often at home","            Catalan",,       0,,       0,,       0,,     135,,      60,,      75,
"Language spoken most often at home","            Italian",,       0,,       0,,       5,,   72960,,   31195,,   41770,
"Language spoken most often at home","            Portuguese",,       0,,       0,,       0,,   67415,,   32065,,   35355,
"Language spoken most often at home","            Romanian",,       0,,       0,,       0,,   19920,,    9380,,   10535,
"Language spoken most often at home","            Spanish",,       5,,       0,,       5,,  104820,,   50035,,   54785,
"Language spoken most often at home","            Italic (Romance) languages; n.i.e.",,       0,,       0,,       0,,     110,,      50,,      60,
"Language spoken most often at home","        Japanese",,       0,,       0,,       0,,    6040,,    2590,,    3450,
"Language spoken most often at home","        Kartvelian languages",,       0,,       0,,       0,,     770,,     420,,     355,
"Language spoken most often at home","          Georgian",,       0,,       0,,       0,,     775,,     420,,     355,
"Language spoken most often at home","        Korean",,      20,,       5,,      10,,   48540,,   22685,,   25855,
"Language spoken most often at home","        Mongolic languages",,       0,,       0,,       0,,     225,,     115,,     110,
"Language spoken most often at home","          Mongolian",,       0,,       0,,       0,,     230,,     120,,     110,
"Language spoken most often at home","        Niger-Congo languages",,       0,,       0,,       0,,   12120,,    5400,,    6725,
"Language spoken most often at home","          Akan (Twi)",,       0,,       0,,       0,,    4415,,    1915,,    2495,
"Language spoken most often at home","          Bamanankan",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Edo",,       0,,       0,,       0,,     305,,     120,,     180,
"Language spoken most often at home","          Ewe",,       0,,       0,,       0,,     135,,      60,,      80,
"Language spoken most often at home","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     110,,      55,,      55,
"Language spoken most often at home","          Ga",,       0,,       0,,       0,,     175,,      80,,     100,
"Language spoken most often at home","          Ganda",,       0,,       0,,       0,,     195,,      85,,     110,
"Language spoken most often at home","          Igbo",,       0,,       0,,       0,,     540,,     265,,     275,
"Language spoken most often at home","          Lingala",,       0,,       0,,       0,,     225,,     100,,     130,
"Language spoken most often at home","          Rundi (Kirundi)",,       0,,       0,,       0,,     475,,     230,,     240,
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,       0,,       0,,       0,,     420,,     160,,     260,
"Language spoken most often at home","          Shona",,       0,,       0,,       0,,     455,,     210,,     245,
"Language spoken most often at home","          Swahili",,       0,,       0,,       0,,    2085,,     925,,    1160,
"Language spoken most often at home","          Wolof",,       0,,       0,,       0,,     130,,      65,,      65,
"Language spoken most often at home","          Yoruba",,       0,,       0,,       0,,    1300,,     625,,     675,
"Language spoken most often at home","          Niger-Congo languages; n.i.e.",,       0,,       0,,       0,,    1120,,     500,,     625,
"Language spoken most often at home","        Nilo-Saharan languages",,       0,,       0,,       0,,     550,,     260,,     290,
"Language spoken most often at home","          Dinka",,       0,,       0,,       0,,     120,,      60,,      65,
"Language spoken most often at home","          Nilo-Saharan languages; n.i.e.",,       0,,       0,,       0,,     425,,     195,,     225,
"Language spoken most often at home","        Sign languages",,       0,,       0,,       0,,    4425,,    2485,,    1940,
"Language spoken most often at home","          American Sign Language",,       0,,       0,,       0,,    1605,,     830,,     770,
"Language spoken most often at home","          Quebec Sign Language",,       0,,       0,,       0,,      25,,      15,,      15,
"Language spoken most often at home","          Sign languages; n.i.e",,       0,,       0,,       0,,    2795,,    1640,,    1150,
"Language spoken most often at home","        Sino-Tibetan languages",,       5,,       0,,       5,,  448200,,  210560,,  237640,
"Language spoken most often at home","          Chinese languages",,       5,,       5,,       5,,  441615,,  207305,,  234310,
"Language spoken most often at home","            Cantonese",,       0,,       0,,       0,,  198745,,   91545,,  107200,
"Language spoken most often at home","            Hakka",,       0,,       0,,       0,,    2870,,    1305,,    1575,
"Language spoken most often at home","            Mandarin",,       0,,       0,,       0,,  220535,,  105360,,  115175,
"Language spoken most often at home","            Min Dong",,       0,,       0,,       0,,     265,,     115,,     145,
"Language spoken most often at home","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,       0,,       0,,       0,,    5775,,    2635,,    3140,
"Language spoken most often at home","            Wu (Shanghainese)",,       0,,       0,,       0,,    3690,,    1735,,    1955,
"Language spoken most often at home","            Chinese; n.o.s.",,       0,,       0,,       0,,    9630,,    4565,,    5070,
"Language spoken most often at home","            Chinese languages; n.i.e.",,       0,,       0,,       0,,     100,,      45,,      55,
"Language spoken most often at home","          Tibeto-Burman languages",,       0,,       0,,       0,,    6580,,    3250,,    3330,
"Language spoken most often at home","            Burmese",,       0,,       0,,       0,,    1010,,     480,,     530,
"Language spoken most often at home","            Karenic languages",,       0,,       0,,       0,,    1360,,     685,,     675,
"Language spoken most often at home","            Tibetan",,       0,,       0,,       0,,    3875,,    1925,,    1945,
"Language spoken most often at home","            Tibeto-Burman languages; n.i.e.",,       0,,       0,,       0,,     335,,     165,,     170,
"Language spoken most often at home","        Tai-Kadai languages",,       0,,       0,,       0,,    3865,,    1845,,    2020,
"Language spoken most often at home","          Lao",,       0,,       0,,       0,,    2535,,    1220,,    1315,
"Language spoken most often at home","          Thai",,       0,,       0,,       0,,    1315,,     615,,     695,
"Language spoken most often at home","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      10,,       5,,      10,
"Language spoken most often at home","        Turkic languages",,       0,,       0,,       0,,   12435,,    6200,,    6230,
"Language spoken most often at home","          Azerbaijani",,       0,,       0,,       0,,     770,,     385,,     380,
"Language spoken most often at home","          Turkish",,       0,,       0,,       0,,   10545,,    5245,,    5300,
"Language spoken most often at home","          Uyghur",,       0,,       0,,       0,,     290,,     150,,     140,
"Language spoken most often at home","          Uzbek",,       0,,       0,,       0,,     585,,     290,,     295,
"Language spoken most often at home","          Turkic languages; n.i.e.",,       0,,       0,,       0,,     250,,     130,,     120,
"Language spoken most often at home","        Uralic languages",,      15,,       5,,       5,,   15330,,    6990,,    8340,
"Language spoken most often at home","          Estonian",,       0,,       0,,       0,,     790,,     290,,     500,
"Language spoken most often at home","          Finnish",,       5,,       0,,       5,,    1835,,     780,,    1050,
"Language spoken most often at home","          Hungarian",,       5,,       5,,       5,,   12700,,    5915,,    6790,
"Language spoken most often at home","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","        Other languages; n.i.e.",,       0,,       0,,       0,,     465,,     245,,     225,
"Language spoken most often at home","  Multiple responses",,     200,,      95,,     110,,  790825,,  379925,,  410905,
"Language spoken most often at home","    English and French",,      15,,       5,,       5,,   45655,,   20895,,   24755,
"Language spoken most often at home","    English and non-official language",,     185,,      85,,     100,,  719595,,  347730,,  371865,
"Language spoken most often at home","    French and non-official language",,       0,,       0,,       0,,    6725,,    2930,,    3795,
"Language spoken most often at home","    English; French and non-official language",,       0,,       0,,       0,,   18855,,    8365,,   10490,
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",20,   17905,,    9010,,    8890,,13312865,, 6503875,, 6808990,
"Other language spoken regularly at home","  None",,   17385,,    8775,,    8605,,11071665,, 5436665,, 5635000,
"Other language spoken regularly at home","  English",,     100,,      45,,      55,,  896170,,  437015,,  459155,
"Other language spoken regularly at home","  French",,     115,,      50,,      60,,  243970,,  108390,,  135580,
"Other language spoken regularly at home","  Non-official language",,     305,,     135,,     170,, 1056960,,  501315,,  555645,
"Other language spoken regularly at home","    Aboriginal",,       5,,       0,,       5,,   14315,,    6580,,    7735,
"Other language spoken regularly at home","    Non-Aboriginal",,     300,,     135,,     165,, 1042645,,  494735,,  547910,
"Other language spoken regularly at home","  English and French",,       0,,       0,,       0,,    8150,,    3755,,    4395,
"Other language spoken regularly at home","  English and non-official language",,       0,,       0,,       0,,   19105,,    9370,,    9735,
"Other language spoken regularly at home","  French and non-official language",,       5,,       0,,       0,,   16435,,    7165,,    9270,
"Other language spoken regularly at home","  English; French and non-official language",,       0,,       0,,       0,,     415,,     205,,     215,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data",21,   16070,,    8040,,    8035,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 100% data",,   15730,,    7875,,    7855,,10556935,, 5115460,, 5441475,
"Income of individuals in 2015","    Median total income in 2015 among recipients ($)",,   29425,,   34828,,   24950,,   33539,,   39889,,   28676,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 100% data",,   15740,,    7875,,    7860,,10559805,, 5115825,, 5443975,
"Income of individuals in 2015","    Median after-tax income in 2015 among recipients ($)",,   27080,,   31651,,   23434,,   30641,,   35753,,   26585,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 100% data",,   13695,,    6920,,    6770,, 9391800,, 4650130,, 4741675,
"Income of individuals in 2015","    Median market income in 2015 among recipients ($)",,   25498,,   31418,,   20359,,   32871,,   39831,,   27012,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 100% data",,   12415,,    6080,,    6335,, 7632575,, 3402810,, 4229770,
"Income of individuals in 2015","    Median government transfers in 2015 among recipients ($)",,   10841,,   11544,,   10415,,    4206,,    2034,,    5463,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 100% data",,    9490,,    5090,,    4400,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","    Median employment income in 2015 among recipients ($)",,   23168,,   24856,,   21706,,   33946,,   39490,,   29413,
"Income of individuals in 2015","Total - Income statistics in 2015 for the population aged 15 years and over in private households - 25% sample data",22,   16070,,    8000,,    8075,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of total income recipients aged 15 years and over in private households - 25% sample data",,   15695,,    7820,,    7875,,10556925,, 5114340,, 5442580,
"Income of individuals in 2015","    Average total income in 2015 among recipients ($)",,   39258,,   44313,,   34239,,   47915,,   56780,,   39585,
"Income of individuals in 2015","  Number of after-tax income recipients aged 15 years and over in private households - 25% sample data",,   15705,,    7820,,    7885,,10559935,, 5114725,, 5445210,
"Income of individuals in 2015","    Average after-tax income in 2015 among recipients ($)",,   33386,,   37388,,   29419,,   39318,,   45443,,   33564,
"Income of individuals in 2015","  Number of market income recipients aged 15 years and over in private households - 25% sample data",,   13685,,    6930,,    6755,, 9391645,, 4649230,, 4742415,
"Income of individuals in 2015","    Average market income in 2015 among recipients ($)",,   35744,,   40800,,   30553,,   47890,,   57511,,   38459,
"Income of individuals in 2015","  Number of government transfers recipients aged 15 years and over in private households - 25% sample data",,   12350,,    6005,,    6350,, 7632220,, 3402745,, 4229475,
"Income of individuals in 2015","    Average government transfers in 2015 among recipients ($)",,   10284,,   10605,,    9980,,    7346,,    6763,,    7815,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households - 25% sample data",,    9495,,    5090,,    4395,, 7790680,, 3995700,, 3794985,
"Income of individuals in 2015","    Average employment income in 2015 among recipients ($)",,   33314,,   35442,,   30849,,   47369,,   55263,,   39057,
"Income of individuals in 2015","Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data",23,   16070,,    7995,,    8075,,11038440,, 5342755,, 5695685,
"Income of individuals in 2015","  Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data",24,    3725,,    2055,,    1665,, 3737385,, 2082480,, 1654900,
"Income of individuals in 2015","    Median employment income in 2015 for full-year full-time workers ($)",25,   44529,,   46852,,   40037,,   55121,,   60345,,   49713,
"Income of individuals in 2015","    Average employment income in 2015 for full-year full-time workers ($)",26,   54088,,   58191,,   49021,,   68628,,   76536,,   58676,
"Income of individuals in 2015","Composition of total income in 2015 of the population aged 15 years and over in private households (%) - 100% data",27,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,,    100.0,
"Income of individuals in 2015","  Market income (%)",28,     79.7,,     82.2,,     76.4,,     88.9,,     92.1,,     84.7,
"Income of individuals in 2015","    Employment income (%)",29,     51.7,,     53.0,,     49.9,,     72.9,,     76.0,,     68.7,
"Income of individuals in 2015","  Government transfers (%)",30,     20.3,,     17.8,,     23.6,,     11.1,,      7.9,,     15.3,
"Income of individuals in 2015","Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data",31,   16070,,    8035,,    8030,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without total income",,     340,,     165,,     175,,  481500,,  227390,,  254115,
"Income of individuals in 2015","  With total income",,   15735,,    7875,,    7855,,10556940,, 5115460,, 5441475,
"Income of individuals in 2015","  Percentage with total income",,     97.9,,     98.0,,     97.8,,     95.6,,     95.7,,     95.5,
"Income of individuals in 2015","    Under $10;000 (including loss)",,    2060,,     870,,    1190,, 1615790,,  711105,,  904685,
"Income of individuals in 2015","    $10;000 to $19;999",,    3255,,    1410,,    1845,, 1829355,,  742710,, 1086645,
"Income of individuals in 2015","    $20;000 to $29;999",,    2695,,    1155,,    1540,, 1410760,,  589975,,  820785,
"Income of individuals in 2015","    $30;000 to $39;999",,    2080,,    1045,,    1035,, 1147510,,  519550,,  627955,
"Income of individuals in 2015","    $40;000 to $49;999",,    1705,,     950,,     750,, 1021880,,  489595,,  532285,
"Income of individuals in 2015","    $50;000 to $59;999",,    1165,,     700,,     465,,  809115,,  415950,,  393165,
"Income of individuals in 2015","    $60;000 to $69;999",,     785,,     485,,     305,,  630635,,  348525,,  282110,
"Income of individuals in 2015","    $70;000 to $79;999",,     515,,     335,,     180,,  479890,,  277725,,  202165,
"Income of individuals in 2015","    $80;000 to $89;999",,     345,,     195,,     150,,  378185,,  222095,,  156095,
"Income of individuals in 2015","    $90;000 to $99;999",,     290,,     180,,     110,,  324810,,  181815,,  142995,
"Income of individuals in 2015","    $100;000 and over",,     835,,     550,,     290,,  909005,,  616420,,  292585,
"Income of individuals in 2015","      $100;000 to $149;999",,     565,,     365,,     205,,  600995,,  394410,,  206590,
"Income of individuals in 2015","      $150;000 and over",,     270,,     185,,      85,,  308010,,  222010,,   86000,
"Income of individuals in 2015","Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data",32,   16070,,    8035,,    8035,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without after-tax income",,     335,,     160,,     175,,  478635,,  227025,,  251610,
"Income of individuals in 2015","  With after-tax income",,   15740,,    7875,,    7865,,10559805,, 5115825,, 5443980,
"Income of individuals in 2015","  Percentage with after-tax income",,     97.9,,     98.0,,     97.9,,     95.7,,     95.8,,     95.6,
"Income of individuals in 2015","    Under $10;000 (including loss)",,    2215,,     905,,    1305,, 1659280,,  722040,,  937235,
"Income of individuals in 2015","    $10;000 to $19;999",,    3380,,    1470,,    1910,, 1906875,,  777330,, 1129540,
"Income of individuals in 2015","    $20;000 to $29;999",,    3055,,    1345,,    1700,, 1623230,,  690290,,  932940,
"Income of individuals in 2015","    $30;000 to $39;999",,    2415,,    1305,,    1110,, 1377100,,  642645,,  734450,
"Income of individuals in 2015","    $40;000 to $49;999",,    1715,,     960,,     755,, 1166040,,  585490,,  580555,
"Income of individuals in 2015","    $50;000 to $59;999",,    1050,,     665,,     385,,  845305,,  464610,,  380700,
"Income of individuals in 2015","    $60;000 to $69;999",,     645,,     405,,     240,,  604005,,  354015,,  249985,
"Income of individuals in 2015","    $70;000 to $79;999",,     410,,     250,,     160,,  465485,,  268140,,  197345,
"Income of individuals in 2015","    $80;000 and over",,     860,,     565,,     295,,  912490,,  611260,,  301230,
"Income of individuals in 2015","      $80;000 to $89;999",,     310,,     200,,     110,,  299315,,  183410,,  115905,
"Income of individuals in 2015","      $90;000 to $99;999",,     170,,     110,,      60,,  174110,,  116330,,   57785,
"Income of individuals in 2015","      $100;000 and over",,     380,,     255,,     120,,  439070,,  311525,,  127540,
"Income of individuals in 2015","Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data",33,   16070,,    8035,,    8035,,11038440,, 5342850,, 5695590,
"Income of individuals in 2015","  Without employment income",,    6580,,    2945,,    3635,, 3247760,, 1344515,, 1903245,
"Income of individuals in 2015","  With employment income",,    9490,,    5090,,    4400,, 7790680,, 3998335,, 3792350,
"Income of individuals in 2015","  Percentage with employment income",,     59.1,,     63.3,,     54.8,,     70.6,,     74.8,,     66.6,
"Income of individuals in 2015","    Under $5;000 (including loss)",,    2135,,    1255,,     875,, 1094860,,  546920,,  547940,
"Income of individuals in 2015","    $5;000 to $9;999",,     890,,     410,,     480,,  635305,,  281135,,  354165,
"Income of individuals in 2015","    $10;000 to $19;999",,    1330,,     615,,     710,, 1027910,,  464445,,  563465,
"Income of individuals in 2015","    $20;000 to $29;999",,    1125,,     525,,     600,,  827805,,  372185,,  455625,
"Income of individuals in 2015","    $30;000 to $39;999",,    1105,,     555,,     550,,  767840,,  351925,,  415910,
"Income of individuals in 2015","    $40;000 to $49;999",,     830,,     460,,     370,,  709775,,  341320,,  368450,
"Income of individuals in 2015","    $50;000 to $59;999",,     565,,     320,,     250,,  588220,,  310155,,  278065,
"Income of individuals in 2015","    $60;000 to $69;999",,     360,,     205,,     155,,  465670,,  263430,,  202240,
"Income of individuals in 2015","    $70;000 to $79;999",,     265,,     175,,      85,,  369085,,  218570,,  150515,
"Income of individuals in 2015","    $80;000 and over",,     880,,     565,,     320,, 1304210,,  848245,,  455970,
"Income of individuals in 2015","      $80;000 to $89;999",,     170,,      90,,      80,,  307660,,  182660,,  125005,
"Income of individuals in 2015","      $90;000 to $99;999",,     195,,     120,,      75,,  280530,,  156440,,  124090,
"Income of individuals in 2015","      $100;000 and over",,     520,,     355,,     165,,  716015,,  509140,,  206875,
