,,,"York, Regional municipality [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Ethnic origin population","    Caribbean origins; n.i.e.",115,    1005,,     435,,     565,,   16970,,    7770,,    9195,
"Ethnic origin population","  Latin; Central and South American origins",,   24720,,   11910,,   12810,,  322210,,  153045,,  169165,
"Ethnic origin population","    Aboriginal from Central/South America (except Arawak and Maya)",,     585,,     245,,     335,,   10795,,    5040,,    5750,
"Ethnic origin population","    Arawak",,      30,,      10,,      25,,    1055,,     470,,     585,
"Ethnic origin population","    Argentinian",,    1315,,     700,,     615,,   11460,,    5620,,    5840,
"Ethnic origin population","    Belizean",,      70,,      45,,      20,,     810,,     395,,     415,
"Ethnic origin population","    Bolivian",,      65,,      40,,      30,,    1885,,     935,,     955,
"Ethnic origin population","    Brazilian",,    1285,,     600,,     690,,   18395,,    8760,,    9635,
"Ethnic origin population","    Chilean",,    1035,,     490,,     545,,   14625,,    7015,,    7610,
"Ethnic origin population","    Colombian",,    2875,,    1420,,    1460,,   40820,,   19345,,   21480,
"Ethnic origin population","    Costa Rican",,     180,,      95,,      90,,    2790,,    1380,,    1410,
"Ethnic origin population","    Ecuadorian",,    2920,,    1350,,    1565,,   20385,,    9650,,   10735,
"Ethnic origin population","    Guatemalan",,     525,,     245,,     280,,   10040,,    4870,,    5170,
"Ethnic origin population","    Guyanese",,    6285,,    2990,,    3295,,   73360,,   34050,,   39315,
"Ethnic origin population","    Hispanic",,     450,,     240,,     210,,    5805,,    2790,,    3015,
"Ethnic origin population","    Honduran",,     160,,      85,,      75,,    3360,,    1590,,    1765,
"Ethnic origin population","    Maya",,      75,,      40,,      35,,    2500,,    1285,,    1215,
"Ethnic origin population","    Mexican",,    2165,,    1055,,    1110,,   43120,,   20735,,   22380,
"Ethnic origin population","    Nicaraguan",,     470,,     255,,     210,,    7100,,    3440,,    3665,
"Ethnic origin population","    Panamanian",,     245,,     120,,     125,,    2475,,    1125,,    1355,
"Ethnic origin population","    Paraguayan",,      40,,      25,,      15,,     600,,     280,,     320,
"Ethnic origin population","    Peruvian",,    1530,,     725,,     805,,   14780,,    6985,,    7800,
"Ethnic origin population","    Salvadorean",,    1320,,     610,,     710,,   27595,,   13530,,   14070,
"Ethnic origin population","    Uruguayan",,     405,,     175,,     230,,    4200,,    2150,,    2050,
"Ethnic origin population","    Venezuelan",,     980,,     435,,     540,,   11750,,    5320,,    6430,
"Ethnic origin population","    Latin; Central and South American origins; n.i.e.",116,    1185,,     605,,     580,,   14095,,    6745,,    7350,
"Ethnic origin population","  African origins",,   27410,,   13730,,   13680,,  414095,,  203260,,  210835,
"Ethnic origin population","    Central and West African origins",,    3520,,    1755,,    1770,,   85735,,   42745,,   42990,
"Ethnic origin population","      Akan",,      45,,      25,,      15,,     965,,     540,,     425,
"Ethnic origin population","      Angolan",,      30,,      20,,      10,,    1635,,     815,,     820,
"Ethnic origin population","      Ashanti",,      35,,      15,,      20,,    1205,,     620,,     585,
"Ethnic origin population","      Beninese",,       0,,       0,,       0,,     555,,     280,,     270,
"Ethnic origin population","      Burkinabe",,       0,,      10,,       0,,     415,,     190,,     225,
"Ethnic origin population","      Cameroonian",,     155,,      70,,      80,,    4700,,    2330,,    2370,
"Ethnic origin population","      Chadian",,       0,,      10,,       0,,     645,,     320,,     325,
"Ethnic origin population","      Congolese",,     135,,      75,,      60,,   10425,,    4960,,    5460,
"Ethnic origin population","      Edo",,      75,,      35,,      35,,    1025,,     545,,     480,
"Ethnic origin population","      Ewe",,       0,,       0,,       0,,     180,,      95,,      80,
"Ethnic origin population","      Gabonese",,       0,,       0,,       0,,     170,,      80,,      90,
"Ethnic origin population","      Gambian",,       0,,       0,,      10,,     630,,     305,,     330,
"Ethnic origin population","      Ghanaian",,    1155,,     585,,     575,,   24850,,   12060,,   12790,
"Ethnic origin population","      Guinean",,      70,,      35,,      35,,    1105,,     550,,     560,
"Ethnic origin population","      Ibo",,     280,,     130,,     155,,    1940,,    1035,,     905,
"Ethnic origin population","      Ivorian",,      55,,      40,,      25,,    1350,,     600,,     745,
"Ethnic origin population","      Liberian",,      20,,      10,,      10,,     770,,     365,,     405,
"Ethnic origin population","      Malian",,      35,,      25,,      10,,     490,,     250,,     240,
"Ethnic origin population","      Malinké",,      40,,      20,,      25,,     345,,     160,,     185,
"Ethnic origin population","      Nigerian",,    1045,,     470,,     575,,   26560,,   13620,,   12940,
"Ethnic origin population","      Peulh",,       0,,       0,,       0,,     135,,      80,,      55,
"Ethnic origin population","      Senegalese",,      35,,      15,,      15,,    1000,,     500,,     495,
"Ethnic origin population","      Sierra Leonean",,      45,,      15,,      25,,    1175,,     585,,     585,
"Ethnic origin population","      Togolese",,      20,,      15,,       0,,     670,,     370,,     300,
"Ethnic origin population","      Wolof",,       0,,       0,,       0,,      80,,      45,,      35,
"Ethnic origin population","      Yoruba",,     210,,     110,,     105,,    4055,,    2155,,    1900,
"Ethnic origin population","      Central and West African origins; n.i.e.",117,     225,,     140,,      85,,    4745,,    2340,,    2410,
"Ethnic origin population","    North African origins",,   10255,,    5290,,    4960,,   86665,,   44970,,   41695,
"Ethnic origin population","      Algerian",,     145,,      75,,      70,,    4065,,    2035,,    2030,
"Ethnic origin population","      Berber",,      75,,      30,,      45,,    1845,,     985,,     860,
"Ethnic origin population","      Coptic",,     425,,     200,,     225,,    2305,,    1185,,    1120,
"Ethnic origin population","      Dinka",,       0,,       0,,       0,,     205,,     110,,      95,
"Ethnic origin population","      Egyptian",,    6285,,    3230,,    3050,,   52845,,   27465,,   25375,
"Ethnic origin population","      Libyan",,     110,,      70,,      45,,    3785,,    2015,,    1760,
"Ethnic origin population","      Maure",,       0,,       0,,       0,,     290,,     160,,     125,
"Ethnic origin population","      Moroccan",,    3050,,    1590,,    1460,,   12305,,    6310,,    6000,
"Ethnic origin population","      Sudanese",,     325,,     160,,     165,,    8975,,    4600,,    4375,
"Ethnic origin population","      Tunisian",,     355,,     200,,     155,,    2295,,    1210,,    1085,
"Ethnic origin population","      North African origins; n.i.e.",118,      15,,      10,,      10,,    1755,,     920,,     830,
"Ethnic origin population","    Southern and East African origins",,    7735,,    3880,,    3860,,  128910,,   61680,,   67230,
"Ethnic origin population","      Afrikaner",,      65,,      30,,      35,,     560,,     285,,     275,
"Ethnic origin population","      Amhara",,      55,,      20,,      40,,     720,,     360,,     360,
"Ethnic origin population","      Bantu; n.o.s.",119,      10,,      10,,       0,,     870,,     455,,     415,
"Ethnic origin population","      Burundian",,      65,,      35,,      30,,    3105,,    1465,,    1640,
"Ethnic origin population","      Djiboutian",,      20,,      10,,      10,,    1035,,     460,,     575,
"Ethnic origin population","      Eritrean",,     270,,     140,,     130,,   11870,,    5740,,    6125,
"Ethnic origin population","      Ethiopian",,     685,,     350,,     340,,   22560,,   10755,,   11800,
"Ethnic origin population","      Harari",,      55,,      25,,      25,,     475,,     255,,     215,
"Ethnic origin population","      Kenyan",,     475,,     225,,     250,,    5860,,    2780,,    3080,
"Ethnic origin population","      Malagasy",,      40,,      30,,      15,,     430,,     200,,     230,
"Ethnic origin population","      Mauritian",,     440,,     235,,     200,,    3600,,    1830,,    1770,
"Ethnic origin population","      Oromo",,     100,,      50,,      55,,    1290,,     610,,     685,
"Ethnic origin population","      Rwandan",,      10,,       0,,      10,,    3215,,    1380,,    1830,
"Ethnic origin population","      Seychellois",,       0,,       0,,       0,,     350,,     140,,     205,
"Ethnic origin population","      Somali",,     675,,     320,,     360,,   40995,,   19200,,   21795,
"Ethnic origin population","      South African",,    3385,,    1685,,    1705,,   19760,,    9790,,    9970,
"Ethnic origin population","      Tanzanian",,     375,,     225,,     155,,    2610,,    1300,,    1315,
"Ethnic origin population","      Tigrian",,       0,,       0,,       0,,     770,,     395,,     375,
"Ethnic origin population","      Ugandan",,     200,,     110,,      85,,    2950,,    1445,,    1505,
"Ethnic origin population","      Zambian",,      35,,      15,,      25,,     805,,     410,,     395,
"Ethnic origin population","      Zimbabwean",,     245,,     130,,     110,,    3425,,    1595,,    1830,
"Ethnic origin population","      Zulu",,      20,,       0,,      20,,     440,,     225,,     215,
"Ethnic origin population","      Southern and East African origins; n.i.e.",120,     890,,     430,,     465,,    8475,,    3900,,    4570,
"Ethnic origin population","    Other African origins",,    6050,,    2865,,    3185,,  119670,,   57245,,   62420,
"Ethnic origin population","      Black; n.o.s.",121,     695,,     300,,     395,,   17380,,    7720,,    9660,
"Ethnic origin population","      Other African origins; n.i.e.",122,    5420,,    2605,,    2820,,  103560,,   50150,,   53410,
"Ethnic origin population","  Asian origins",,  514515,,  248995,,  265520,, 3100450,, 1506795,, 1593655,
"Ethnic origin population","    West Central Asian and Middle Eastern origins",,   83325,,   41325,,   42000,,  523340,,  265615,,  257730,
"Ethnic origin population","      Afghan",,    6365,,    3150,,    3220,,   54535,,   27255,,   27280,
"Ethnic origin population","      Arab; n.o.s.",123,    2595,,    1315,,    1280,,   44705,,   23345,,   21360,
"Ethnic origin population","      Armenian",,    5820,,    2830,,    2990,,   29675,,   14570,,   15105,
"Ethnic origin population","      Assyrian",,    1530,,     735,,     795,,   12075,,    6140,,    5935,
"Ethnic origin population","      Azerbaijani",,    1395,,     715,,     685,,    4105,,    1995,,    2110,
"Ethnic origin population","      Georgian",,     625,,     320,,     305,,    2815,,    1415,,    1395,
"Ethnic origin population","      Hazara",,      65,,      35,,      30,,     680,,     390,,     290,
"Ethnic origin population","      Iranian",,   41005,,   20355,,   20650,,  117065,,   58995,,   58065,
"Ethnic origin population","      Iraqi",,    5155,,    2545,,    2610,,   50460,,   25420,,   25035,
"Ethnic origin population","      Israeli",,    6750,,    3480,,    3270,,   17080,,    8890,,    8185,
"Ethnic origin population","      Jordanian",,     610,,     325,,     290,,    9660,,    5110,,    4545,
"Ethnic origin population","      Kazakh",,     240,,     100,,     140,,    1325,,     610,,     715,
"Ethnic origin population","      Kurd",,    1095,,     560,,     530,,    9210,,    4880,,    4330,
"Ethnic origin population","      Kuwaiti",,      35,,      10,,      25,,    1510,,     795,,     715,
"Ethnic origin population","      Kyrgyz",,     105,,      45,,      60,,     340,,     130,,     210,
"Ethnic origin population","      Lebanese",,    4580,,    2245,,    2330,,   86245,,   43700,,   42545,
"Ethnic origin population","      Palestinian",,    1735,,     910,,     825,,   28480,,   15215,,   13270,
"Ethnic origin population","      Pashtun",,     165,,      95,,      70,,    3010,,    1635,,    1375,
"Ethnic origin population","      Saudi Arabian",,     110,,      70,,      35,,    3660,,    1975,,    1685,
"Ethnic origin population","      Syrian",,    1340,,     655,,     685,,   31440,,   15570,,   15870,
"Ethnic origin population","      Tajik",,     270,,     125,,     140,,    1850,,     880,,     970,
"Ethnic origin population","      Tatar",,     640,,     270,,     370,,    2135,,     930,,    1205,
"Ethnic origin population","      Turk",,    3910,,    1915,,    2005,,   34165,,   17340,,   16825,
"Ethnic origin population","      Turkmen",,     130,,      70,,      60,,     695,,     345,,     355,
"Ethnic origin population","      Uighur",,      50,,      25,,      25,,     755,,     385,,     375,
"Ethnic origin population","      Uzbek",,     475,,     220,,     250,,    2400,,    1155,,    1240,
"Ethnic origin population","      Yemeni",,     560,,     265,,     295,,    4225,,    2065,,    2155,
"Ethnic origin population","      West Central Asian and Middle Eastern origins; n.i.e.",124,    1690,,     840,,     850,,   16270,,    8395,,    7875,
"Ethnic origin population","    South Asian origins",,  119090,,   59220,,   59865,, 1182845,,  595480,,  587370,
"Ethnic origin population","      Bangladeshi",,     840,,     465,,     375,,   29195,,   14965,,   14230,
"Ethnic origin population","      Bengali",,     615,,     300,,     320,,   15235,,    7795,,    7445,
"Ethnic origin population","      Bhutanese",,       0,,       0,,       0,,    1450,,     710,,     735,
"Ethnic origin population","      East Indian",,   72850,,   36150,,   36705,,  774500,,  390015,,  384480,
"Ethnic origin population","      Goan",,     490,,     245,,     245,,    4775,,    2245,,    2525,
"Ethnic origin population","      Gujarati",,     635,,     265,,     370,,    5915,,    3055,,    2860,
"Ethnic origin population","      Kashmiri",,     125,,      70,,      55,,    1795,,     900,,     895,
"Ethnic origin population","      Nepali",,     195,,      95,,     100,,    8150,,    4070,,    4080,
"Ethnic origin population","      Pakistani",,   13595,,    6880,,    6720,,  149060,,   75860,,   73200,
"Ethnic origin population","      Punjabi",,    2785,,    1455,,    1330,,   55455,,   28580,,   26875,
"Ethnic origin population","      Sinhalese",,     695,,     380,,     315,,    5195,,    2545,,    2645,
"Ethnic origin population","      Sri Lankan",,   22040,,   10770,,   11265,,  124270,,   60685,,   63585,
"Ethnic origin population","      Tamil",,    8440,,    4335,,    4105,,   42760,,   21705,,   21050,
"Ethnic origin population","      South Asian origins; n.i.e.",125,    5970,,    2995,,    2975,,   58705,,   29705,,   29005,
"Ethnic origin population","    East and Southeast Asian origins",,  316005,,  150330,,  165680,, 1422890,,  659650,,  763245,
"Ethnic origin population","      Burmese",,     310,,     130,,     180,,    4420,,    2105,,    2315,
"Ethnic origin population","      Cambodian (Khmer)",,    2350,,    1195,,    1155,,   14655,,    6810,,    7845,
"Ethnic origin population","      Chinese",,  255965,,  123290,,  132680,,  849345,,  403280,,  446065,
"Ethnic origin population","      Filipino",,   28830,,   12130,,   16700,,  337760,,  144830,,  192930,
"Ethnic origin population","      Hmong",,      20,,      10,,      15,,     650,,     340,,     305,
"Ethnic origin population","      Indonesian",,     995,,     480,,     510,,    9325,,    4305,,    5025,
"Ethnic origin population","      Japanese",,    4185,,    1965,,    2220,,   41620,,   18530,,   23090,
"Ethnic origin population","      Karen",,       0,,       0,,       0,,    1645,,     830,,     815,
"Ethnic origin population","      Korean",,   18190,,    8810,,    9375,,   93420,,   44585,,   48835,
"Ethnic origin population","      Laotian",,    1300,,     665,,     630,,    9875,,    4865,,    5015,
"Ethnic origin population","      Malaysian",,     955,,     475,,     480,,    7310,,    3370,,    3935,
"Ethnic origin population","      Mongolian",,     350,,     165,,     185,,    2940,,    1390,,    1545,
"Ethnic origin population","      Singaporean",,     195,,      90,,     105,,    1260,,     565,,     700,
"Ethnic origin population","      Taiwanese",,    2070,,     975,,    1095,,   10060,,    4595,,    5465,
"Ethnic origin population","      Thai",,     560,,     235,,     330,,    6865,,    2725,,    4135,
"Ethnic origin population","      Tibetan",,      95,,      45,,      50,,    6365,,    3175,,    3185,
"Ethnic origin population","      Vietnamese",,   12420,,    5745,,    6675,,  107640,,   51350,,   56290,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,     515,,     285,,     230,,    4375,,    2165,,    2210,
"Ethnic origin population","    Other Asian origins",,    1005,,     490,,     505,,   13430,,    6575,,    6855,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,    1005,,     490,,     510,,   13430,,    6575,,    6855,
"Ethnic origin population","  Oceania origins",,    1040,,     560,,     485,,   20680,,   10435,,   10240,
"Ethnic origin population","    Australian",,     650,,     370,,     280,,   13315,,    6780,,    6530,
"Ethnic origin population","    New Zealander",,     230,,     100,,     120,,    4250,,    2255,,    2000,
"Ethnic origin population","    Pacific Islands origins",,     180,,      95,,      80,,    3490,,    1625,,    1860,
"Ethnic origin population","      Fijian",,     105,,      55,,      50,,    1610,,     665,,     945,
"Ethnic origin population","      Hawaiian",,      30,,      20,,      10,,     470,,     235,,     240,
"Ethnic origin population","      Maori",,       0,,       0,,       0,,     485,,     255,,     230,
"Ethnic origin population","      Polynesian; n.o.s.",128,       0,,      10,,       0,,     275,,     115,,     165,
"Ethnic origin population","      Samoan",,      15,,      10,,      10,,     225,,     140,,      85,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,      45,,      20,,      25,,     555,,     265,,     290,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,  357085,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Owner",,  306535,,,...,,..., 3601825,,,...,,...
"Household characteristics","  Renter",,   50535,,,...,,..., 1559720,,,...,,...
"Household characteristics","  Band housing",,      10,,,...,,...,    7635,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,  357085,,,...,,..., 5169170,,,...,,...
"Household characteristics","  Condominium",,   48185,,,...,,...,  680495,,,...,,...
"Household characteristics","  Not condominium",,  308900,,,...,,..., 4488680,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,  357080,,,...,,..., 5169175,,,...,,...
"Household characteristics","  No bedrooms",,     580,,,...,,...,   33950,,,...,,...
"Household characteristics","  1 bedroom",,   23550,,,...,,...,  699980,,,...,,...
"Household characteristics","  2 bedrooms",,   40720,,,...,,..., 1122145,,,...,,...
"Household characteristics","  3 bedrooms",,  113220,,,...,,..., 1876905,,,...,,...
"Household characteristics","  4 or more bedrooms",,  179015,,,...,,..., 1436185,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,  357085,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 to 4 rooms",,   60760,,,...,,..., 1369660,,,...,,...
"Household characteristics","  5 rooms",,   46520,,,...,,...,  718020,,,...,,...
"Household characteristics","  6 rooms",,   53370,,,...,,...,  770730,,,...,,...
"Household characteristics","  7 rooms",,   53785,,,...,,...,  713595,,,...,,...
"Household characteristics","  8 or more rooms",,  142655,,,...,,..., 1597165,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  7.0,,,...,,...,  6.3,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,  357085,,,...,,..., 5169175,,,...,,...
"Household characteristics","  One person or fewer per room",,  348655,,,...,,..., 5046810,,,...,,...
"Household characteristics","  More than 1 person per room",,    8425,,,...,,...,  122360,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,  357085,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Suitable",,  338835,,,...,,..., 4858170,,,...,,...
"Household characteristics","  Not suitable",,   18250,,,...,,...,  311005,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,  357085,,,...,,..., 5169175,,,...,,...
"Household characteristics","  1960 or before",,   21445,,,...,,..., 1293135,,,...,,...
"Household characteristics","  1961 to 1980",,   49940,,,...,,..., 1449585,,,...,,...
"Household characteristics","  1981 to 1990",,   71730,,,...,,...,  709135,,,...,,...
"Household characteristics","  1991 to 2000",,   70170,,,...,,...,  622565,,,...,,...
"Household characteristics","  2001 to 2005",,   54365,,,...,,...,  396130,,,...,,...
"Household characteristics","  2006 to 2010",,   49325,,,...,,...,  368235,,,...,,...
"Household characteristics","  2011 to 2016",137,   40105,,,...,,...,  330390,,,...,,...
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",138,  357080,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Only regular maintenance or minor repairs needed",,  345995,,,...,,..., 4851335,,,...,,...
"Household characteristics","  Major repairs needed",,   11090,,,...,,...,  317840,,,...,,...
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",139,  357080,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 household maintainer",,  175300,,,...,,..., 2962065,,,...,,...
"Household characteristics","  2 household maintainers",,  167350,,,...,,..., 2059710,,,...,,...
"Household characteristics","  3 or more household maintainers",,   14430,,,...,,...,  147400,,,...,,...
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",140,  357085,,,...,,..., 5169175,,,...,,...
"Household characteristics","  15 to 24 years",,    2755,,,...,,...,  135835,,,...,,...
"Household characteristics","  25 to 34 years",,   32405,,,...,,...,  681685,,,...,,...
"Household characteristics","  35 to 44 years",,   68705,,,...,,...,  880070,,,...,,...
"Household characteristics","  45 to 54 years",,   95560,,,...,,..., 1113885,,,...,,...
"Household characteristics","  55 to 64 years",,   77420,,,...,,..., 1047185,,,...,,...
"Household characteristics","  65 to 74 years",,   47665,,,...,,...,  738445,,,...,,...
"Household characteristics","  75 to 84 years",,   24575,,,...,,...,  414210,,,...,,...
"Household characteristics","  85 years and over",,    7995,,,...,,...,  157860,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,  355995,,,...,,..., 5106290,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,  244115,,,...,,..., 3694385,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,  111880,,,...,,..., 1411900,,,...,,...
"Household characteristics","    30% to less than 100%",,   91910,,,...,,..., 1208010,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,  306035,,,...,,..., 3557485,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 63.2,,,...,,..., 61.0,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 28.1,,,...,,..., 19.8,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,    1746,,,...,,...,    1299,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1846,,,...,,...,    1463,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144,  800284,,,...,,...,  400496,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144,  871831,,,...,,...,  506409,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,   50485,,,...,,..., 1554940,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145, 12.5,,,...,,..., 15.0,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 51.8,,,...,,..., 45.7,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,    1401,,,...,,...,    1045,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,    1417,,,...,,...,    1109,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,  905540,,  437285,,  468255,,11038440,, 5342755,, 5695685,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,  144850,,   68240,,   76615,, 1935355,,  961690,,  973670,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,  234965,,  113765,,  121195,, 3026100,, 1485320,, 1540770,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  525730,,  255285,,  270450,, 6076985,, 2895745,, 3181235,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   40135,,   27435,,   12700,,  664180,,  471055,,  193120,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   20560,,   12335,,    8225,,  324370,,  199510,,  124855,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,   19575,,   15095,,    4475,,  339810,,  271545,,   68260,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,  157790,,   70525,,   87265,, 2298715,,  981785,, 1316930,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,   26115,,   12145,,   13965,,  242005,,  107065,,  134945,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,  301685,,  145175,,  156510,, 2872085,, 1335845,, 1536250,
" Highest certificate; diploma or degree","      Bachelor's degree",,  206800,,   95795,,  111005,, 1911530,,  854135,, 1057395,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,   20790,,    9505,,   11285,,  189370,,   83670,,  105695,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    8345,,    4160,,    4185,,   79760,,   42295,,   37460,
" Highest certificate; diploma or degree","      Master's degree",,   58285,,   30960,,   27320,,  593645,,  294180,,  299470,
" Highest certificate; diploma or degree","      Earned doctorate",150,    7470,,    4760,,    2710,,   97790,,   61560,,   36230,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,  603735,,  288260,,  315475,, 7229120,, 3498620,, 3730495,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   50355,,   25110,,   25245,,  752995,,  404770,,  348225,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,  131445,,   63170,,   68280,, 1768955,,  895020,,  873935,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  421930,,  199980,,  221950,, 4707165,, 2198830,, 2508335,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   27205,,   18355,,    8850,,  446390,,  315975,,  130420,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,   13865,,    8150,,    5715,,  218980,,  134685,,   84295,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,   13340,,   10210,,    3130,,  227410,,  181290,,   46120,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,  125185,,   55285,,   69905,, 1782530,,  762505,, 1020030,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,   20010,,    9085,,   10920,,  170925,,   75935,,   94995,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,  249530,,  117250,,  132280,, 2307320,, 1044420,, 1262895,
" Highest certificate; diploma or degree","      Bachelor's degree",,  168885,,   76800,,   92085,, 1519850,,  668450,,  851400,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,   16915,,    7380,,    9530,,  148960,,   62370,,   86590,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    6765,,    3190,,    3580,,   63790,,   30895,,   32895,
" Highest certificate; diploma or degree","      Master's degree",,   50800,,   26170,,   24630,,  500415,,  239160,,  261255,
" Highest certificate; diploma or degree","      Earned doctorate",150,    6165,,    3715,,    2445,,   74310,,   43545,,   30765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,  905545,,  437285,,  468255,,11038440,, 5342755,, 5695685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  379815,,  182005,,  197810,, 4961455,, 2447010,, 2514445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   29825,,    5905,,   23920,,  349745,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   29825,,    5905,,   23920,,  349750,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,   20295,,    8435,,   11860,,  246075,,  109955,,  136120,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,    2480,,    1810,,     665,,   38745,,   28735,,   10010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,   17815,,    6620,,   11195,,  207325,,   81220,,  126110,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,   29135,,    9515,,   19625,,  359560,,  133350,,  226210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,    4430,,     885,,    3545,,   37900,,    8170,,   29730,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    7595,,    1830,,    5770,,   98440,,   28290,,   70145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    8905,,    2850,,    6055,,   95345,,   32940,,   62410,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      60,,      30,,      30,,    2165,,     805,,    1365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,    1455,,     780,,     680,,   24255,,   13425,,   10830,
