,,,"Lanark, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Ethnic origin population","      Zambian",,       0,,       0,,       0,,     805,,     410,,     395,
"Ethnic origin population","      Zimbabwean",,       0,,       0,,       0,,    3425,,    1595,,    1830,
"Ethnic origin population","      Zulu",,       0,,       0,,       0,,     440,,     225,,     215,
"Ethnic origin population","      Southern and East African origins; n.i.e.",120,       0,,       0,,       0,,    8475,,    3900,,    4570,
"Ethnic origin population","    Other African origins",,     180,,     100,,      85,,  119670,,   57245,,   62420,
"Ethnic origin population","      Black; n.o.s.",121,      20,,      10,,      10,,   17380,,    7720,,    9660,
"Ethnic origin population","      Other African origins; n.i.e.",122,     170,,      85,,      85,,  103560,,   50150,,   53410,
"Ethnic origin population","  Asian origins",,    1195,,     595,,     600,, 3100450,, 1506795,, 1593655,
"Ethnic origin population","    West Central Asian and Middle Eastern origins",,     355,,     190,,     170,,  523340,,  265615,,  257730,
"Ethnic origin population","      Afghan",,       0,,       0,,       0,,   54535,,   27255,,   27280,
"Ethnic origin population","      Arab; n.o.s.",123,      65,,      40,,      20,,   44705,,   23345,,   21360,
"Ethnic origin population","      Armenian",,      10,,       0,,       0,,   29675,,   14570,,   15105,
"Ethnic origin population","      Assyrian",,       0,,       0,,       0,,   12075,,    6140,,    5935,
"Ethnic origin population","      Azerbaijani",,       0,,       0,,       0,,    4105,,    1995,,    2110,
"Ethnic origin population","      Georgian",,       0,,       0,,       0,,    2815,,    1415,,    1395,
"Ethnic origin population","      Hazara",,       0,,       0,,       0,,     680,,     390,,     290,
"Ethnic origin population","      Iranian",,      25,,      10,,      10,,  117065,,   58995,,   58065,
"Ethnic origin population","      Iraqi",,      30,,       0,,      20,,   50460,,   25420,,   25035,
"Ethnic origin population","      Israeli",,      10,,       0,,       0,,   17080,,    8890,,    8185,
"Ethnic origin population","      Jordanian",,       0,,       0,,       0,,    9660,,    5110,,    4545,
"Ethnic origin population","      Kazakh",,       0,,       0,,       0,,    1325,,     610,,     715,
"Ethnic origin population","      Kurd",,       0,,       0,,       0,,    9210,,    4880,,    4330,
"Ethnic origin population","      Kuwaiti",,       0,,       0,,       0,,    1510,,     795,,     715,
"Ethnic origin population","      Kyrgyz",,       0,,       0,,       0,,     340,,     130,,     210,
"Ethnic origin population","      Lebanese",,     190,,      75,,     110,,   86245,,   43700,,   42545,
"Ethnic origin population","      Palestinian",,      40,,      30,,      15,,   28480,,   15215,,   13270,
"Ethnic origin population","      Pashtun",,       0,,       0,,       0,,    3010,,    1635,,    1375,
"Ethnic origin population","      Saudi Arabian",,       0,,       0,,       0,,    3660,,    1975,,    1685,
"Ethnic origin population","      Syrian",,      20,,      10,,      10,,   31440,,   15570,,   15870,
"Ethnic origin population","      Tajik",,       0,,       0,,       0,,    1850,,     880,,     970,
"Ethnic origin population","      Tatar",,       0,,       0,,       0,,    2135,,     930,,    1205,
"Ethnic origin population","      Turk",,       0,,       0,,       0,,   34165,,   17340,,   16825,
"Ethnic origin population","      Turkmen",,       0,,       0,,       0,,     695,,     345,,     355,
"Ethnic origin population","      Uighur",,       0,,       0,,       0,,     755,,     385,,     375,
"Ethnic origin population","      Uzbek",,       0,,       0,,       0,,    2400,,    1155,,    1240,
"Ethnic origin population","      Yemeni",,       0,,       0,,       0,,    4225,,    2065,,    2155,
"Ethnic origin population","      West Central Asian and Middle Eastern origins; n.i.e.",124,      10,,       0,,       0,,   16270,,    8395,,    7875,
"Ethnic origin population","    South Asian origins",,     150,,      65,,      90,, 1182845,,  595480,,  587370,
"Ethnic origin population","      Bangladeshi",,       0,,       0,,       0,,   29195,,   14965,,   14230,
"Ethnic origin population","      Bengali",,       0,,       0,,       0,,   15235,,    7795,,    7445,
"Ethnic origin population","      Bhutanese",,       0,,       0,,       0,,    1450,,     710,,     735,
"Ethnic origin population","      East Indian",,     115,,      55,,      60,,  774500,,  390015,,  384480,
"Ethnic origin population","      Goan",,       0,,       0,,       0,,    4775,,    2245,,    2525,
"Ethnic origin population","      Gujarati",,       0,,       0,,       0,,    5915,,    3055,,    2860,
"Ethnic origin population","      Kashmiri",,      10,,       0,,      10,,    1795,,     900,,     895,
"Ethnic origin population","      Nepali",,       0,,       0,,       0,,    8150,,    4070,,    4080,
"Ethnic origin population","      Pakistani",,       0,,       0,,      10,,  149060,,   75860,,   73200,
"Ethnic origin population","      Punjabi",,       0,,       0,,       0,,   55455,,   28580,,   26875,
"Ethnic origin population","      Sinhalese",,       0,,       0,,       0,,    5195,,    2545,,    2645,
"Ethnic origin population","      Sri Lankan",,      25,,      10,,      15,,  124270,,   60685,,   63585,
"Ethnic origin population","      Tamil",,      15,,      10,,      15,,   42760,,   21705,,   21050,
"Ethnic origin population","      South Asian origins; n.i.e.",125,      10,,       0,,      10,,   58705,,   29705,,   29005,
"Ethnic origin population","    East and Southeast Asian origins",,     680,,     340,,     335,, 1422890,,  659650,,  763245,
"Ethnic origin population","      Burmese",,       0,,       0,,       0,,    4420,,    2105,,    2315,
"Ethnic origin population","      Cambodian (Khmer)",,      10,,       0,,      10,,   14655,,    6810,,    7845,
"Ethnic origin population","      Chinese",,     345,,     180,,     160,,  849345,,  403280,,  446065,
"Ethnic origin population","      Filipino",,     145,,      50,,      95,,  337760,,  144830,,  192930,
"Ethnic origin population","      Hmong",,       0,,       0,,       0,,     650,,     340,,     305,
"Ethnic origin population","      Indonesian",,       0,,       0,,       0,,    9325,,    4305,,    5025,
"Ethnic origin population","      Japanese",,      65,,      55,,      15,,   41620,,   18530,,   23090,
"Ethnic origin population","      Karen",,       0,,       0,,       0,,    1645,,     830,,     815,
"Ethnic origin population","      Korean",,      60,,      35,,      30,,   93420,,   44585,,   48835,
"Ethnic origin population","      Laotian",,      20,,      10,,      15,,    9875,,    4865,,    5015,
"Ethnic origin population","      Malaysian",,      10,,       0,,       0,,    7310,,    3370,,    3935,
"Ethnic origin population","      Mongolian",,      10,,       0,,       0,,    2940,,    1390,,    1545,
"Ethnic origin population","      Singaporean",,       0,,       0,,       0,,    1260,,     565,,     700,
"Ethnic origin population","      Taiwanese",,       0,,       0,,       0,,   10060,,    4595,,    5465,
"Ethnic origin population","      Thai",,       0,,       0,,       0,,    6865,,    2725,,    4135,
"Ethnic origin population","      Tibetan",,       0,,       0,,       0,,    6365,,    3175,,    3185,
"Ethnic origin population","      Vietnamese",,      35,,      20,,      15,,  107640,,   51350,,   56290,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,       0,,       0,,       0,,    4375,,    2165,,    2210,
"Ethnic origin population","    Other Asian origins",,      10,,       0,,      10,,   13430,,    6575,,    6855,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,      10,,       0,,      10,,   13430,,    6575,,    6855,
"Ethnic origin population","  Oceania origins",,      85,,      55,,      30,,   20680,,   10435,,   10240,
"Ethnic origin population","    Australian",,      75,,      50,,      25,,   13315,,    6780,,    6530,
"Ethnic origin population","    New Zealander",,      10,,       0,,       0,,    4250,,    2255,,    2000,
"Ethnic origin population","    Pacific Islands origins",,       0,,       0,,      10,,    3490,,    1625,,    1860,
"Ethnic origin population","      Fijian",,      10,,       0,,      10,,    1610,,     665,,     945,
"Ethnic origin population","      Hawaiian",,       0,,       0,,       0,,     470,,     235,,     240,
"Ethnic origin population","      Maori",,       0,,       0,,       0,,     485,,     255,,     230,
"Ethnic origin population","      Polynesian; n.o.s.",128,       0,,       0,,       0,,     275,,     115,,     165,
"Ethnic origin population","      Samoan",,       0,,       0,,       0,,     225,,     140,,      85,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,       0,,       0,,       0,,     555,,     265,,     290,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Owner",,   22555,,,...,,..., 3601825,,,...,,...
"Household characteristics","  Renter",,    6025,,,...,,..., 1559720,,,...,,...
"Household characteristics","  Band housing",,       0,,,...,,...,    7635,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,   28580,,,...,,..., 5169170,,,...,,...
"Household characteristics","  Condominium",,     790,,,...,,...,  680495,,,...,,...
"Household characteristics","  Not condominium",,   27785,,,...,,..., 4488680,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  No bedrooms",,      80,,,...,,...,   33950,,,...,,...
"Household characteristics","  1 bedroom",,    2105,,,...,,...,  699980,,,...,,...
"Household characteristics","  2 bedrooms",,    6950,,,...,,..., 1122145,,,...,,...
"Household characteristics","  3 bedrooms",,   12750,,,...,,..., 1876905,,,...,,...
"Household characteristics","  4 or more bedrooms",,    6690,,,...,,..., 1436185,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,   28580,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 to 4 rooms",,    4405,,,...,,..., 1369660,,,...,,...
"Household characteristics","  5 rooms",,    4390,,,...,,...,  718020,,,...,,...
"Household characteristics","  6 rooms",,    4985,,,...,,...,  770730,,,...,,...
"Household characteristics","  7 rooms",,    4940,,,...,,...,  713595,,,...,,...
"Household characteristics","  8 or more rooms",,    9855,,,...,,..., 1597165,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  6.8,,,...,,...,  6.3,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  One person or fewer per room",,   28460,,,...,,..., 5046810,,,...,,...
"Household characteristics","  More than 1 person per room",,     120,,,...,,...,  122360,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Suitable",,   27935,,,...,,..., 4858170,,,...,,...
"Household characteristics","  Not suitable",,     645,,,...,,...,  311005,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  1960 or before",,    9220,,,...,,..., 1293135,,,...,,...
"Household characteristics","  1961 to 1980",,    6290,,,...,,..., 1449585,,,...,,...
"Household characteristics","  1981 to 1990",,    3965,,,...,,...,  709135,,,...,,...
"Household characteristics","  1991 to 2000",,    3780,,,...,,...,  622565,,,...,,...
"Household characteristics","  2001 to 2005",,    1835,,,...,,...,  396130,,,...,,...
"Household characteristics","  2006 to 2010",,    1695,,,...,,...,  368235,,,...,,...
"Household characteristics","  2011 to 2016",137,    1800,,,...,,...,  330390,,,...,,...
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",138,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Only regular maintenance or minor repairs needed",,   26460,,,...,,..., 4851335,,,...,,...
"Household characteristics","  Major repairs needed",,    2115,,,...,,...,  317840,,,...,,...
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",139,   28580,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 household maintainer",,   15790,,,...,,..., 2962065,,,...,,...
"Household characteristics","  2 household maintainers",,   12375,,,...,,..., 2059710,,,...,,...
"Household characteristics","  3 or more household maintainers",,     415,,,...,,...,  147400,,,...,,...
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",140,   28580,,,...,,..., 5169175,,,...,,...
"Household characteristics","  15 to 24 years",,     500,,,...,,...,  135835,,,...,,...
"Household characteristics","  25 to 34 years",,    2970,,,...,,...,  681685,,,...,,...
"Household characteristics","  35 to 44 years",,    3625,,,...,,...,  880070,,,...,,...
"Household characteristics","  45 to 54 years",,    5745,,,...,,..., 1113885,,,...,,...
"Household characteristics","  55 to 64 years",,    6740,,,...,,..., 1047185,,,...,,...
"Household characteristics","  65 to 74 years",,    5370,,,...,,...,  738445,,,...,,...
"Household characteristics","  75 to 84 years",,    2665,,,...,,...,  414210,,,...,,...
"Household characteristics","  85 years and over",,     960,,,...,,...,  157860,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,   28065,,,...,,..., 5106290,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,   21565,,,...,,..., 3694385,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,    6500,,,...,,..., 1411900,,,...,,...
"Household characteristics","    30% to less than 100%",,    5870,,,...,,..., 1208010,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,   22075,,,...,,..., 3557485,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 60.7,,,...,,..., 61.0,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 16.2,,,...,,..., 19.8,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,    1141,,,...,,...,    1299,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1247,,,...,,...,    1463,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144,  296772,,,...,,...,  400496,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144,  324400,,,...,,...,  506409,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,    6020,,,...,,..., 1554940,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145, 15.3,,,...,,..., 15.0,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 48.7,,,...,,..., 45.7,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,     913,,,...,,...,    1045,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,     952,,,...,,...,    1109,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,   56880,,   27565,,   29310,,11038440,, 5342755,, 5695685,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,    9560,,    5145,,    4415,, 1935355,,  961690,,  973670,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   16405,,    7960,,    8445,, 3026100,, 1485320,, 1540770,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,   30905,,   14460,,   16445,, 6076985,, 2895745,, 3181235,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,    4645,,    3440,,    1205,,  664180,,  471055,,  193120,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    2160,,    1405,,     760,,  324370,,  199510,,  124855,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    2485,,    2035,,     450,,  339810,,  271545,,   68260,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   16250,,    6505,,    9750,, 2298715,,  981785,, 1316930,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    1080,,     525,,     555,,  242005,,  107065,,  134945,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,    8930,,    4000,,    4930,, 2872085,, 1335845,, 1536250,
" Highest certificate; diploma or degree","      Bachelor's degree",,    6270,,    2640,,    3635,, 1911530,,  854135,, 1057395,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,     610,,     235,,     380,,  189370,,   83670,,  105695,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,     195,,     130,,      60,,   79760,,   42295,,   37460,
" Highest certificate; diploma or degree","      Master's degree",,    1610,,     850,,     760,,  593645,,  294180,,  299470,
" Highest certificate; diploma or degree","      Earned doctorate",150,     245,,     140,,     100,,   97790,,   61560,,   36230,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,   35875,,   17375,,   18495,, 7229120,, 3498620,, 3730495,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,    3590,,    2225,,    1365,,  752995,,  404770,,  348225,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,    9990,,    5030,,    4965,, 1768955,,  895020,,  873935,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,   22290,,   10125,,   12165,, 4707165,, 2198830,, 2508335,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,    3105,,    2345,,     760,,  446390,,  315975,,  130420,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    1440,,     955,,     485,,  218980,,  134685,,   84295,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    1665,,    1385,,     280,,  227410,,  181290,,   46120,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   12230,,    4860,,    7370,, 1782530,,  762505,, 1020030,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,     665,,     355,,     310,,  170925,,   75935,,   94995,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,    6295,,    2565,,    3730,, 2307320,, 1044420,, 1262895,
" Highest certificate; diploma or degree","      Bachelor's degree",,    4560,,    1805,,    2755,, 1519850,,  668450,,  851400,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,     430,,     160,,     275,,  148960,,   62370,,   86590,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,     110,,      60,,      50,,   63790,,   30895,,   32895,
" Highest certificate; diploma or degree","      Master's degree",,    1060,,     490,,     570,,  500415,,  239160,,  261255,
" Highest certificate; diploma or degree","      Earned doctorate",150,     130,,      50,,      80,,   74310,,   43545,,   30765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,   56875,,   27570,,   29310,,11038440,, 5342755,, 5695685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   25965,,   13105,,   12860,, 4961455,, 2447010,, 2514445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    1945,,     450,,    1495,,  349745,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    1950,,     450,,    1500,,  349750,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    1095,,     495,,     605,,  246075,,  109955,,  136120,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     265,,     195,,      70,,   38745,,   28735,,   10010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,     835,,     305,,     530,,  207325,,   81220,,  126110,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    1295,,     485,,     810,,  359560,,  133350,,  226210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     100,,      10,,      95,,   37900,,    8170,,   29730,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,     375,,     105,,     275,,   98440,,   28290,,   70145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,     240,,      80,,     160,,   95345,,   32940,,   62410,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      20,,       0,,      10,,    2165,,     805,,    1365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,      85,,      35,,      50,,   24255,,   13425,,   10830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     150,,      90,,      60,,   28175,,   17120,,   11055,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,     265,,     150,,     120,,   57295,,   30015,,   27280,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,      45,,       0,,      40,,   15990,,    2590,,   13400,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,    3835,,    1190,,    2650,,  810410,,  269735,,  540670,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,      50,,      10,,      40,,   10765,,    2210,,    8560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,     330,,     130,,     200,,   81500,,   31825,,   49675,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    1045,,     125,,     920,,  141750,,   11775,,  129975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,     560,,     160,,     405,,  128860,,   45275,,   83590,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     135,,      15,,     120,,   16210,,    3400,,   12815,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,     555,,     140,,     410,,  122545,,   29640,,   92905,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    1160,,     605,,     555,,  308775,,  145620,,  163155,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,    5175,,    1610,,    3570,, 1279665,,  527085,,  752580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      30,,      10,,      15,,    2725,,     895,,    1830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,     745,,     145,,     605,,  108935,,   21405,,   87530,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,    4395,,    1450,,    2945,, 1168005,,  504780,,  663225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,     895,,     485,,     415,,  253905,,  124050,,  129850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,     425,,     170,,     255,,  110950,,   45120,,   65835,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,     170,,     110,,      60,,   54745,,   24800,,   29945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,       0,,       0,,       0,,    3830,,    1190,,    2640,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,     225,,     175,,      50,,   72355,,   48145,,   24205,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,      65,,      30,,      35,,   12025,,    4795,,    7235,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    1050,,     650,,     405,,  290045,,  185310,,  104730,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,     735,,     500,,     235,,  220550,,  150765,,   69790,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     130,,      35,,     100,,   15220,,    2450,,   12770,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     140,,      85,,      55,,   49025,,   28515,,   20515,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,      40,,      30,,      15,,    5235,,    3580,,    1655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,    6965,,    6430,,     530,, 1173030,, 1055050,,  117985,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     205,,     130,,      80,,   51845,,   34590,,   17265,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,     795,,     710,,      85,,  334085,,  271010,,   63070,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    1720,,    1530,,     195,,  237775,,  214500,,   23275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,     160,,      30,,     125,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    1710,,    1650,,      60,,  198790,,  194555,,    4235,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    1925,,    1845,,      75,,  225860,,  220545,,    5315,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,     605,,     570,,      30,,  124515,,  119820,,    4695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,     950,,     635,,     310,,  106895,,   67015,,   39880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,     585,,     365,,     220,,   66035,,   41790,,   24240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     365,,     265,,      95,,   40860,,   25230,,   15635,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,    5355,,     795,,    4560,,  865970,,  173780,,  692185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,     455,,     245,,     210,,   75715,,   37005,,   38705,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,    4860,,     515,,    4345,,  767680,,  124280,,  643400,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,      35,,      30,,      10,,   22575,,   12490,,   10075,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,    2340,,    1240,,    1100,,  340285,,  170915,,  169375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    1205,,     315,,     890,,  183925,,   49390,,  134535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      50,,      50,,       0,,    2135,,    1815,,     320,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      55,,      45,,      15,,    2610,,    2385,,     225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,     690,,     515,,     175,,   98325,,   68625,,   29695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,     335,,     315,,      20,,   53290,,   48695,,    4595,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      10,,       0,,      10,,    1405,,     260,,    1145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      10,,       0,,       0,,    1405,,     255,,    1145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,   35875,,   17375,,   18495,, 7229120,, 3498625,, 3730500,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   13585,,    7255,,    6330,, 2521950,, 1299790,, 1222160,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    1200,,     270,,     930,,  243635,,   52670,,  190965,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    1200,,     275,,     930,,  243635,,   52670,,  190965,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,     810,,     345,,     465,,  192630,,   85175,,  107450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     165,,     120,,      45,,   28705,,   21070,,    7635,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,     645,,     220,,     425,,  163925,,   64105,,   99815,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,     795,,     285,,     510,,  266665,,   95805,,  170855,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,      45,,       0,,      40,,   29210,,    5775,,   23435,
