,,,"Essex, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Knowledge of languages","      Iroquoian languages",,      30,,      15,,      20,,    1940,,     810,,    1125,
"Knowledge of languages","        Cayuga",,       0,,       0,,       0,,     120,,      35,,      85,
"Knowledge of languages","        Mohawk",,       0,,       0,,       0,,    1625,,     710,,     915,
"Knowledge of languages","        Oneida",,      25,,      10,,      20,,     180,,      55,,     125,
"Knowledge of languages","        Iroquoian languages; n.i.e.",,       0,,      10,,       0,,      50,,      25,,      25,
"Knowledge of languages","      Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Michif",,      10,,      10,,       0,,     180,,      65,,     110,
"Knowledge of languages","      Salish languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Okanagan",,       0,,       0,,       0,,       0,,      10,,       0,
"Knowledge of languages","        Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Salish languages; n.i.e.",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Siouan languages",,      15,,      10,,      10,,      40,,      10,,      30,
"Knowledge of languages","        Dakota",,       0,,       0,,       0,,      20,,      10,,      10,
"Knowledge of languages","        Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Siouan languages; n.i.e.",,      10,,      10,,      10,,      20,,       0,,      15,
"Knowledge of languages","      Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Tsimshian languages",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Gitxsan (Gitksan)",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","        Nisga'a",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Tsimshian",,       0,,       0,,       0,,      10,,       0,,      10,
"Knowledge of languages","      Wakashan languages",,       0,,       0,,       0,,      10,,      10,,       0,
"Knowledge of languages","        Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Heiltsuk",,       0,,       0,,       0,,       0,,       0,,      10,
"Knowledge of languages","        Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,      10,,       0,,       0,
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","        Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Aboriginal languages; n.o.s.",,       0,,       0,,       0,,     210,,     100,,     110,
"Knowledge of languages","    Non-Aboriginal languages",,  104125,,   51255,,   52870,, 4397690,, 2099820,, 2297865,
"Knowledge of languages","      Afro-Asiatic languages",,   23415,,   11750,,   11665,,  362645,,  183050,,  179595,
"Knowledge of languages","        Berber languages",,       0,,      10,,       0,,     925,,     505,,     415,
"Knowledge of languages","          Kabyle",,       0,,       0,,       0,,     530,,     280,,     255,
"Knowledge of languages","          Berber languages; n.i.e.",,      10,,      10,,       0,,     390,,     225,,     165,
"Knowledge of languages","        Cushitic languages",,     750,,     335,,     420,,   34160,,   15155,,   19000,
"Knowledge of languages","          Bilen",,       0,,       0,,       0,,     355,,     200,,     160,
"Knowledge of languages","          Oromo",,      75,,      30,,      45,,    2075,,     905,,    1175,
"Knowledge of languages","          Somali",,     675,,     300,,     370,,   31535,,   13925,,   17610,
"Knowledge of languages","          Cushitic languages; n.i.e.",,       0,,       0,,       0,,     370,,     170,,     205,
"Knowledge of languages","        Semitic languages",,   22765,,   11460,,   11310,,  330315,,  168750,,  161570,
"Knowledge of languages","          Amharic",,     215,,     100,,     115,,   16010,,    7565,,    8445,
"Knowledge of languages","          Arabic",,   20540,,   10380,,   10155,,  246015,,  127015,,  119000,
"Knowledge of languages","          Assyrian Neo-Aramaic",,     545,,     290,,     255,,   17825,,    8775,,    9050,
"Knowledge of languages","          Chaldean Neo-Aramaic",,    3280,,    1570,,    1710,,    6185,,    3045,,    3140,
"Knowledge of languages","          Harari",,       0,,       0,,       0,,    1310,,     660,,     645,
"Knowledge of languages","          Hebrew",,     115,,      45,,      75,,   43255,,   22165,,   21090,
"Knowledge of languages","          Maltese",,     325,,     175,,     150,,    7020,,    3455,,    3570,
"Knowledge of languages","          Tigrigna",,     155,,      60,,      95,,    9385,,    4320,,    5065,
"Knowledge of languages","          Semitic languages; n.i.e.",,     180,,      65,,     115,,    1985,,    1010,,     975,
"Knowledge of languages","        Afro-Asiatic languages; n.i.e.",,      10,,      10,,       0,,    1125,,     535,,     590,
"Knowledge of languages","      Austro-Asiatic languages",,    2880,,    1410,,    1475,,   99830,,   46210,,   53620,
"Knowledge of languages","        Khmer (Cambodian)",,     610,,     290,,     315,,   10045,,    4490,,    5550,
"Knowledge of languages","        Vietnamese",,    2285,,    1120,,    1160,,   90265,,   41965,,   48300,
"Knowledge of languages","        Austro-Asiatic languages; n.i.e.",,       0,,       0,,       0,,      60,,      10,,      50,
"Knowledge of languages","      Austronesian languages",,    3015,,    1205,,    1810,,  249435,,   98295,,  151150,
"Knowledge of languages","        Bikol",,      25,,      20,,      10,,     755,,     340,,     425,
"Knowledge of languages","        Cebuano",,     160,,      70,,      85,,    9475,,    3650,,    5830,
"Knowledge of languages","        Fijian",,       0,,       0,,       0,,     110,,      40,,      65,
"Knowledge of languages","        Hiligaynon",,      35,,       0,,      25,,    3110,,    1205,,    1910,
"Knowledge of languages","        Ilocano",,     175,,      70,,     110,,   15235,,    5940,,    9295,
"Knowledge of languages","        Malagasy",,       0,,       0,,      10,,     215,,     115,,     100,
"Knowledge of languages","        Malay",,      75,,      55,,      15,,    9780,,    4500,,    5280,
"Knowledge of languages","        Pampangan (Kapampangan; Pampango)",,      45,,      20,,      25,,    1935,,     855,,    1080,
"Knowledge of languages","        Pangasinan",,      10,,       0,,       0,,     565,,     245,,     320,
"Knowledge of languages","        Tagalog (Pilipino; Filipino)",,    2765,,    1065,,    1700,,  232935,,   91110,,  141820,
"Knowledge of languages","        Waray-Waray",,       0,,       0,,       0,,     410,,     125,,     285,
"Knowledge of languages","        Austronesian languages; n.i.e.",,      70,,      40,,      30,,    1785,,     755,,    1030,
"Knowledge of languages","      Creole languages",,     450,,     175,,     275,,   30260,,   13525,,   16735,
"Knowledge of languages","        Haitian Creole",,      10,,       0,,      10,,    1430,,     605,,     830,
"Knowledge of languages","        Creole; n.o.s.",,     365,,     135,,     235,,   19375,,    8480,,   10895,
"Knowledge of languages","        Creole languages; n.i.e.",,      75,,      45,,      40,,    9685,,    4525,,    5155,
"Knowledge of languages","      Dravidian languages",,     875,,     495,,     380,,  196315,,   97975,,   98335,
"Knowledge of languages","        Kannada",,      55,,      30,,      20,,    5775,,    2930,,    2845,
"Knowledge of languages","        Malayalam",,     140,,      60,,      80,,   22880,,   11535,,   11345,
"Knowledge of languages","        Tamil",,     555,,     325,,     230,,  157700,,   77975,,   79730,
"Knowledge of languages","        Telugu",,     175,,     110,,      65,,   16315,,    8925,,    7390,
"Knowledge of languages","        Dravidian languages; n.i.e.",,       0,,       0,,       0,,     495,,     250,,     240,
"Knowledge of languages","      Hmong-Mien languages",,      10,,       0,,      10,,     545,,     265,,     280,
"Knowledge of languages","      Indo-European languages",,   61325,,   30375,,   30950,, 2608060,, 1265535,, 1342525,
"Knowledge of languages","        Albanian",,    1315,,     625,,     690,,   22375,,   11180,,   11195,
"Knowledge of languages","        Armenian",,     245,,     120,,     130,,   18435,,    8860,,    9575,
"Knowledge of languages","        Balto-Slavic languages",,   13705,,    6600,,    7110,,  473565,,  221450,,  252120,
"Knowledge of languages","          Baltic languages",,     100,,      30,,      70,,   10545,,    4495,,    6050,
"Knowledge of languages","            Latvian",,      25,,      10,,      20,,    4675,,    2070,,    2610,
"Knowledge of languages","            Lithuanian",,      70,,      30,,      45,,    5875,,    2430,,    3445,
"Knowledge of languages","          Slavic languages",,   13610,,    6570,,    7045,,  465170,,  217885,,  247285,
"Knowledge of languages","            Belarusan",,      15,,       0,,      15,,    1360,,     680,,     680,
"Knowledge of languages","            Bosnian",,     375,,     195,,     180,,    9915,,    4905,,    5010,
"Knowledge of languages","            Bulgarian",,     105,,      50,,      55,,   10410,,    5060,,    5350,
"Knowledge of languages","            Croatian",,    2505,,    1230,,    1280,,   46580,,   22880,,   23700,
"Knowledge of languages","            Czech",,     245,,     120,,     125,,   14045,,    6615,,    7430,
"Knowledge of languages","            Macedonian",,    1435,,     725,,     715,,   21505,,   10365,,   11140,
"Knowledge of languages","            Polish",,    3605,,    1665,,    1935,,  142985,,   65415,,   77575,
"Knowledge of languages","            Russian",,    1075,,     490,,     580,,  138735,,   64355,,   74380,
"Knowledge of languages","            Serbian",,    3695,,    1880,,    1815,,   53250,,   26725,,   26525,
"Knowledge of languages","            Serbo-Croatian",,     230,,     120,,     115,,    5815,,    2845,,    2965,
"Knowledge of languages","            Slovak",,     965,,     425,,     540,,   12035,,    5550,,    6490,
"Knowledge of languages","            Slovene (Slovenian)",,     180,,      75,,     100,,    7935,,    3550,,    4390,
"Knowledge of languages","            Ukrainian",,     595,,     225,,     360,,   54615,,   24125,,   30490,
"Knowledge of languages","            Slavic languages; n.i.e.",,     140,,      70,,      65,,    1750,,     935,,     815,
"Knowledge of languages","        Celtic languages",,      35,,      10,,      25,,    3800,,    1880,,    1920,
"Knowledge of languages","          Scottish Gaelic",,      15,,      10,,      10,,    1480,,     720,,     765,
"Knowledge of languages","          Welsh",,       0,,       0,,       0,,     685,,     300,,     390,
"Knowledge of languages","          Celtic languages; n.i.e.",,      15,,       0,,      10,,    1650,,     870,,     785,
"Knowledge of languages","        Germanic languages",,   10960,,    5460,,    5500,,  274305,,  130610,,  143700,
"Knowledge of languages","          Afrikaans",,     130,,      65,,      65,,    7360,,    3625,,    3735,
"Knowledge of languages","          Danish",,     115,,      55,,      65,,    5440,,    2455,,    2980,
"Knowledge of languages","          Dutch",,     765,,     380,,     390,,   63410,,   29875,,   33535,
"Knowledge of languages","          Frisian",,      20,,      15,,      10,,    1655,,     820,,     835,
"Knowledge of languages","          German",,    9640,,    4860,,    4780,,  189035,,   90730,,   98305,
"Knowledge of languages","          Icelandic",,       0,,       0,,       0,,     285,,     130,,     155,
"Knowledge of languages","          Norwegian",,      10,,       0,,      10,,    2140,,     975,,    1165,
"Knowledge of languages","          Swedish",,      45,,      25,,      15,,    5125,,    2345,,    2785,
"Knowledge of languages","          Vlaams (Flemish)",,     100,,      40,,      60,,    2275,,    1050,,    1225,
"Knowledge of languages","          Yiddish",,      15,,      10,,      15,,    7175,,    3535,,    3640,
"Knowledge of languages","          Germanic languages; n.i.e.",,     625,,     295,,     325,,    3290,,    1645,,    1645,
"Knowledge of languages","        Greek",,    1560,,     770,,     790,,   80690,,   40105,,   40590,
"Knowledge of languages","        Indo-Iranian languages",,   10485,,    5620,,    4865,,  915765,,  463175,,  452585,
"Knowledge of languages","          Indo-Aryan languages",,    9430,,    5070,,    4360,,  759390,,  384940,,  374450,
"Knowledge of languages","            Bengali",,     815,,     420,,     390,,   59685,,   30420,,   29265,
"Knowledge of languages","            Gujarati",,     950,,     585,,     365,,  103890,,   52380,,   51510,
"Knowledge of languages","            Hindi",,    2750,,    1575,,    1175,,  250095,,  127765,,  122335,
"Knowledge of languages","            Kashmiri",,      45,,      15,,      30,,     600,,     300,,     300,
"Knowledge of languages","            Konkani",,      15,,      10,,       0,,    5490,,    2515,,    2975,
"Knowledge of languages","            Marathi",,     115,,      65,,      55,,   10360,,    5380,,    4980,
"Knowledge of languages","            Nepali",,     445,,     235,,     210,,   10245,,    5115,,    5135,
"Knowledge of languages","            Oriya (Odia)",,       0,,       0,,       0,,    1090,,     515,,     570,
"Knowledge of languages","            Punjabi (Panjabi)",,    3285,,    1730,,    1555,,  282065,,  145050,,  137015,
"Knowledge of languages","            Sindhi",,      75,,      45,,      30,,   11515,,    5385,,    6130,
"Knowledge of languages","            Sinhala (Sinhalese)",,     145,,      75,,      70,,   18555,,    9230,,    9330,
"Knowledge of languages","            Urdu",,    3525,,    1830,,    1695,,  231500,,  117305,,  114190,
"Knowledge of languages","          Iranian languages",,    1070,,     570,,     505,,  163490,,   81710,,   81785,
"Knowledge of languages","            Kurdish",,     170,,     100,,      70,,    8795,,    4755,,    4040,
"Knowledge of languages","            Pashto",,      50,,      25,,      25,,   15315,,    8145,,    7170,
"Knowledge of languages","            Persian (Farsi)",,     875,,     465,,     415,,  145465,,   72275,,   73190,
"Knowledge of languages","          Indo-Iranian languages; n.i.e.",,      95,,      50,,      45,,    4665,,    2495,,    2175,
"Knowledge of languages","        Italic (Romance) languages",,   24690,,   12160,,   12520,,  880330,,  418225,,  462105,
"Knowledge of languages","          Catalan",,       0,,       0,,       0,,     515,,     275,,     240,
"Knowledge of languages","          Italian",,   12535,,    6205,,    6325,,  333645,,  161190,,  172455,
"Knowledge of languages","          Portuguese",,    3010,,    1490,,    1520,,  193520,,   93885,,   99635,
"Knowledge of languages","          Romanian",,    2595,,    1220,,    1375,,   49635,,   23205,,   26430,
"Knowledge of languages","          Spanish",,    7230,,    3635,,    3595,,  337615,,  156040,,  181580,
"Knowledge of languages","          Italic (Romance) languages; n.i.e.",,      35,,      20,,      15,,    1355,,     745,,     605,
"Knowledge of languages","      Japanese",,     235,,     135,,     100,,   25675,,   11535,,   14140,
"Knowledge of languages","      Kartvelian languages",,       0,,       0,,       0,,    1555,,     775,,     780,
"Knowledge of languages","        Georgian",,       0,,       0,,       0,,    1555,,     770,,     785,
"Knowledge of languages","      Korean",,     525,,     270,,     250,,   79175,,   36930,,   42245,
"Knowledge of languages","      Mongolic languages",,       0,,       0,,       0,,     515,,     225,,     285,
"Knowledge of languages","        Mongolian",,       0,,       0,,       0,,     515,,     225,,     285,
"Knowledge of languages","      Niger-Congo languages",,    1330,,     665,,     660,,   70570,,   33620,,   36945,
"Knowledge of languages","        Akan (Twi)",,     130,,      80,,      45,,   15950,,    7520,,    8435,
"Knowledge of languages","        Bamanankan",,       0,,       0,,       0,,     385,,     195,,     185,
"Knowledge of languages","        Edo",,      40,,      20,,      15,,    2130,,     930,,    1195,
"Knowledge of languages","        Ewe",,      25,,      10,,      15,,     880,,     435,,     445,
"Knowledge of languages","        Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     700,,     320,,     375,
"Knowledge of languages","        Ga",,      10,,      10,,       0,,    1340,,     645,,     695,
"Knowledge of languages","        Ganda",,      10,,      10,,       0,,    1225,,     550,,     675,
"Knowledge of languages","        Igbo",,     115,,      55,,      60,,    4025,,    2105,,    1920,
"Knowledge of languages","        Lingala",,     130,,      60,,      70,,    4885,,    2165,,    2720,
"Knowledge of languages","        Rundi (Kirundi)",,     125,,      55,,      70,,    2555,,    1080,,    1475,
"Knowledge of languages","        Kinyarwanda (Rwanda)",,     115,,      45,,      70,,    2220,,     885,,    1330,
"Knowledge of languages","        Shona",,      10,,       0,,      10,,    2350,,    1055,,    1300,
"Knowledge of languages","        Swahili",,     335,,     175,,     160,,   16750,,    8110,,    8640,
"Knowledge of languages","        Wolof",,      20,,       0,,      15,,     730,,     355,,     375,
"Knowledge of languages","        Yoruba",,     270,,     140,,     130,,   10495,,    5345,,    5150,
"Knowledge of languages","        Niger-Congo languages; n.i.e.",,     260,,     120,,     140,,   11210,,    5255,,    5950,
"Knowledge of languages","      Nilo-Saharan languages",,     160,,      85,,      80,,    2025,,    1020,,    1010,
"Knowledge of languages","        Dinka",,      35,,      15,,      20,,     415,,     220,,     200,
"Knowledge of languages","        Nilo-Saharan languages; n.i.e.",,     125,,      65,,      60,,    1615,,     805,,     810,
"Knowledge of languages","      Sign languages",,     720,,     300,,     420,,   18865,,    7645,,   11220,
"Knowledge of languages","        American Sign Language",,     415,,     160,,     255,,   10220,,    3695,,    6525,
"Knowledge of languages","        Quebec Sign Language",,       0,,       0,,       0,,     235,,      60,,     180,
"Knowledge of languages","        Sign languages; n.i.e.",,     310,,     145,,     160,,    8690,,    4005,,    4680,
"Knowledge of languages","      Sino-Tibetan languages",,    8065,,    3870,,    4195,,  689145,,  324575,,  364565,
"Knowledge of languages","        Chinese languages",,    7765,,    3715,,    4050,,  679170,,  319635,,  359530,
"Knowledge of languages","          Cantonese",,    2560,,    1195,,    1370,,  341875,,  159280,,  182600,
"Knowledge of languages","          Hakka",,      20,,       0,,      20,,    7865,,    3445,,    4420,
"Knowledge of languages","          Mandarin",,    5035,,    2400,,    2635,,  385395,,  179890,,  205510,
"Knowledge of languages","          Min Dong",,       0,,       0,,       0,,     810,,     330,,     480,
"Knowledge of languages","          Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     280,,     145,,     135,,   16980,,    7650,,    9330,
"Knowledge of languages","          Wu (Shanghainese)",,     115,,      45,,      70,,    8305,,    3860,,    4440,
"Knowledge of languages","          Chinese; n.o.s.",,     500,,     255,,     240,,   16455,,    7710,,    8745,
"Knowledge of languages","          Chinese languages; n.i.e.",,       0,,       0,,       0,,     185,,      95,,      90,
"Knowledge of languages","        Tibeto-Burman languages",,     310,,     160,,     155,,   10460,,    5200,,    5260,
"Knowledge of languages","          Burmese",,      85,,      40,,      45,,    2215,,    1055,,    1165,
"Knowledge of languages","          Karenic languages",,     275,,     135,,     135,,    1820,,     905,,     920,
"Knowledge of languages","          Tibetan",,       0,,       0,,       0,,    5695,,    2845,,    2850,
"Knowledge of languages","          Tibeto-Burman languages; n.i.e.",,      10,,       0,,       0,,    1245,,     645,,     605,
"Knowledge of languages","      Tai-Kadai languages",,     545,,     250,,     295,,   11120,,    4945,,    6180,
"Knowledge of languages","        Lao",,     330,,     155,,     170,,    6740,,    3215,,    3520,
"Knowledge of languages","        Thai",,     310,,     140,,     170,,    5195,,    2065,,    3135,
"Knowledge of languages","        Tai-Kadai languages; n.i.e.",,       0,,       0,,       0,,      30,,      10,,      20,
"Knowledge of languages","      Turkic languages",,     645,,     330,,     315,,   33335,,   17310,,   16025,
"Knowledge of languages","        Azerbaijani",,      30,,      25,,       0,,    3260,,    1710,,    1550,
"Knowledge of languages","        Turkish",,     580,,     285,,     290,,   27850,,   14510,,   13340,
"Knowledge of languages","        Uyghur",,      20,,      15,,      10,,     700,,     350,,     345,
"Knowledge of languages","        Uzbek",,      10,,       0,,       0,,    1405,,     700,,     705,
"Knowledge of languages","        Turkic languages; n.i.e.",,      20,,      10,,      10,,     915,,     450,,     465,
"Knowledge of languages","      Uralic languages",,    2005,,    1010,,     990,,   58370,,   27060,,   31310,
"Knowledge of languages","        Estonian",,      20,,      10,,      10,,    4785,,    2155,,    2625,
"Knowledge of languages","        Finnish",,     110,,      60,,      50,,   11145,,    4865,,    6280,
"Knowledge of languages","        Hungarian",,    1875,,     940,,     935,,   42545,,   20070,,   22480,
"Knowledge of languages","        Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Knowledge of languages","      Other languages; n.i.e.",,     100,,      50,,      50,,    3675,,    1950,,    1725,
"Citizenship","Total - Citizenship for the population in private households - 25% sample data",45,  391000,,  192530,,  198475,,13242160,, 6472240,, 6769920,
"Citizenship","  Canadian citizens",46,  368575,,  181630,,  186940,,12223065,, 5987360,, 6235705,
"Citizenship","    Canadian citizens aged under 18",,   78200,,   40225,,   37980,, 2546075,, 1305820,, 1240255,
"Citizenship","    Canadian citizens aged 18 and over",,  290375,,  141410,,  148965,, 9676990,, 4681540,, 4995445,
"Citizenship","  Not Canadian citizens",47,   22430,,   10895,,   11530,, 1019095,,  484880,,  534215,
"Immigrant status and period of immigration","Total - Immigrant status and period of immigration for the population in private households - 25% sample data",48,  391000,,  192530,,  198470,,13242160,, 6472240,, 6769920,
"Immigrant status and period of immigration","  Non-immigrants",49,  300465,,  148720,,  151750,, 9188815,, 4555270,, 4633545,
"Immigrant status and period of immigration","  Immigrants",50,   85810,,   40975,,   44840,, 3852145,, 1814665,, 2037480,
"Immigrant status and period of immigration","    Before 1981",,   28710,,   13855,,   14855,, 1077745,,  507500,,  570240,
"Immigrant status and period of immigration","    1981 to 1990",,   10370,,    4975,,    5390,,  513995,,  246235,,  267755,
"Immigrant status and period of immigration","    1991 to 2000",,   17590,,    8210,,    9380,,  834510,,  390315,,  444195,
"Immigrant status and period of immigration","    2001 to 2010",,   18340,,    8680,,    9660,,  953730,,  446895,,  506835,
"Immigrant status and period of immigration","      2001 to 2005",,    9170,,    4405,,    4765,,  490560,,  230950,,  259610,
"Immigrant status and period of immigration","      2006 to 2010",,    9170,,    4280,,    4890,,  463170,,  215945,,  247225,
"Immigrant status and period of immigration","    2011 to 2016",51,   10800,,    5255,,    5550,,  472170,,  223715,,  248450,
"Immigrant status and period of immigration","  Non-permanent residents",52,    4725,,    2845,,    1885,,  201200,,  102305,,   98895,
"Age at immigration","Total - Age at immigration for the immigrant population in private households - 25% sample data",53,   85810,,   40970,,   44835,, 3852145,, 1814665,, 2037485,
"Age at immigration","  Under 5 years",,   10520,,    5275,,    5245,,  369955,,  184255,,  185705,
"Age at immigration","  5 to 14 years",,   16355,,    8410,,    7945,,  685085,,  345865,,  339225,
"Age at immigration","  15 to 24 years",,   20215,,    9005,,   11215,,  855475,,  381025,,  474450,
"Age at immigration","  25 to 44 years",,   31875,,   15150,,   16725,, 1579500,,  741340,,  838160,
"Age at immigration","  45 years and over",,    6850,,    3135,,    3710,,  362130,,  162180,,  199945,
"Immigrants by selected place of birth","Total - Selected places of birth for the immigrant population in private households - 25% sample data",54,   85810,,   40975,,   44835,, 3852145,, 1814665,, 2037480,
"Immigrants by selected place of birth","  Americas",,   15380,,    6685,,    8695,,  598950,,  265930,,  333025,
"Immigrants by selected place of birth","    Brazil",,     190,,      75,,     110,,   14705,,    6700,,    8010,
"Immigrants by selected place of birth","    Colombia",,     405,,     190,,     215,,   28815,,   13085,,   15730,
"Immigrants by selected place of birth","    El Salvador",,     820,,     385,,     435,,   20920,,   10165,,   10750,
"Immigrants by selected place of birth","    Guyana",,     100,,      30,,      70,,   79745,,   35325,,   44420,
"Immigrants by selected place of birth","    Haiti",,     225,,      60,,     160,,   10195,,    4410,,    5785,
"Immigrants by selected place of birth","    Jamaica",,     755,,     365,,     390,,  119840,,   51320,,   68525,
"Immigrants by selected place of birth","    Mexico",,    3890,,    1900,,    1985,,   30075,,   13895,,   16185,
"Immigrants by selected place of birth","    Peru",,      40,,      10,,      35,,   10550,,    4660,,    5895,
"Immigrants by selected place of birth","    Trinidad and Tobago",,     280,,     120,,     160,,   52810,,   23515,,   29300,
"Immigrants by selected place of birth","    United States",55,    6920,,    2700,,    4220,,  109005,,   47170,,   61830,
"Immigrants by selected place of birth","    Other places of birth in Americas",,    1750,,     845,,     910,,  122280,,   55685,,   66600,
"Immigrants by selected place of birth","  Europe",,   31815,,   15600,,   16220,, 1144295,,  546250,,  598050,
"Immigrants by selected place of birth","    Bosnia and Herzegovina",,    1145,,     545,,     595,,   21300,,   10655,,   10645,
"Immigrants by selected place of birth","    Croatia",,    2015,,    1050,,     965,,   27330,,   13495,,   13835,
"Immigrants by selected place of birth","    France",,     365,,     175,,     190,,   13385,,    6310,,    7070,
"Immigrants by selected place of birth","    Germany",,    1310,,     650,,     655,,   63460,,   29685,,   33775,
"Immigrants by selected place of birth","    Greece",,     815,,     420,,     395,,   36575,,   18225,,   18350,
"Immigrants by selected place of birth","    Hungary",,     810,,     380,,     430,,   22085,,   10495,,   11590,
"Immigrants by selected place of birth","    Ireland",56,     160,,      75,,      85,,   15275,,    7415,,    7860,
"Immigrants by selected place of birth","    Italy",,    6625,,    3370,,    3260,,  157815,,   78510,,   79305,
"Immigrants by selected place of birth","    Netherlands",,     680,,     380,,     295,,   47400,,   23910,,   23490,
"Immigrants by selected place of birth","    Poland",,    2460,,    1125,,    1335,,   96000,,   43155,,   52845,
"Immigrants by selected place of birth","    Portugal",,    1655,,     800,,     855,,  103025,,   50240,,   52785,
"Immigrants by selected place of birth","    Romania",,    2300,,    1070,,    1235,,   42720,,   19720,,   23000,
"Immigrants by selected place of birth","    Russian Federation",,     450,,     210,,     240,,   42980,,   18540,,   24440,
"Immigrants by selected place of birth","    Serbia",57,    1660,,     860,,     795,,   23695,,   11610,,   12085,
"Immigrants by selected place of birth","    Ukraine",,     275,,     125,,     155,,   39945,,   18150,,   21795,
"Immigrants by selected place of birth","    United Kingdom",58,    5120,,    2430,,    2690,,  264125,,  125730,,  138390,
"Immigrants by selected place of birth","    Other places of birth in Europe",,    3970,,    1950,,    2020,,  127190,,   60395,,   66790,
"Immigrants by selected place of birth","  Africa",,    4090,,    2015,,    2075,,  226770,,  109585,,  117185,
"Immigrants by selected place of birth","    Algeria",,      70,,      40,,      30,,    2925,,    1480,,    1450,
"Immigrants by selected place of birth","    Egypt",,     435,,     225,,     210,,   34510,,   18000,,   16510,
"Immigrants by selected place of birth","    Ethiopia",,     235,,     120,,     115,,   15570,,    7230,,    8340,
"Immigrants by selected place of birth","    Kenya",,      80,,      50,,      35,,   14940,,    6910,,    8025,
"Immigrants by selected place of birth","    Morocco",,      70,,      30,,      35,,    5485,,    2690,,    2795,
"Immigrants by selected place of birth","    Nigeria",,     490,,     265,,     225,,   20630,,   10285,,   10345,
"Immigrants by selected place of birth","    Somalia",,     360,,     135,,     225,,   16970,,    6845,,   10125,
"Immigrants by selected place of birth","    South Africa; Republic of",,     375,,     175,,     200,,   19390,,    9545,,    9840,
"Immigrants by selected place of birth","    Other places of birth in Africa",,    1975,,     980,,     995,,   96355,,   46610,,   49745,
"Immigrants by selected place of birth","  Asia",,   34360,,   16575,,   17785,, 1869805,,  886570,,  983240,
"Immigrants by selected place of birth","    Afghanistan",,     115,,      40,,      70,,   33145,,   16490,,   16655,
"Immigrants by selected place of birth","    Bangladesh",,     615,,     310,,     300,,   39410,,   19970,,   19440,
"Immigrants by selected place of birth","    China",59,    3900,,    1695,,    2205,,  317225,,  143705,,  173515,
"Immigrants by selected place of birth","    Hong Kong",60,     525,,     260,,     270,,  108030,,   50945,,   57090,
"Immigrants by selected place of birth","    India",,    4010,,    2135,,    1875,,  360540,,  179950,,  180590,
"Immigrants by selected place of birth","    Iran",61,     650,,     340,,     310,,   86810,,   43445,,   43360,
"Immigrants by selected place of birth","    Iraq",,    6255,,    2980,,    3280,,   50390,,   25280,,   25115,
"Immigrants by selected place of birth","    Japan",,      45,,      15,,      30,,    8145,,    2550,,    5585,
"Immigrants by selected place of birth","    Korea; South",62,     360,,     190,,     170,,   57085,,   26660,,   30425,
"Immigrants by selected place of birth","    Lebanon",,    4565,,    2280,,    2285,,   34545,,   18145,,   16405,
"Immigrants by selected place of birth","    Pakistan",,    2105,,    1090,,    1020,,  142265,,   71925,,   70345,
"Immigrants by selected place of birth","    Philippines",,    2830,,    1130,,    1700,,  231760,,   93730,,  138030,
"Immigrants by selected place of birth","    Sri Lanka",,     235,,     120,,     120,,  109855,,   53640,,   56215,
"Immigrants by selected place of birth","    Syria",63,    1775,,     870,,     905,,   22680,,   11405,,   11270,
"Immigrants by selected place of birth","    Taiwan",,     270,,     135,,     130,,   17840,,    7775,,   10065,
"Immigrants by selected place of birth","    Viet Nam",,    1740,,     860,,     880,,   80525,,   36545,,   43985,
