,,,"Essex, County [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Ethnic origin population","      Chinese",,   10115,,    4935,,    5175,,  849345,,  403280,,  446065,
"Ethnic origin population","      Filipino",,    4490,,    2035,,    2455,,  337760,,  144830,,  192930,
"Ethnic origin population","      Hmong",,      15,,      10,,       0,,     650,,     340,,     305,
"Ethnic origin population","      Indonesian",,     105,,      70,,      40,,    9325,,    4305,,    5025,
"Ethnic origin population","      Japanese",,     285,,     140,,     145,,   41620,,   18530,,   23090,
"Ethnic origin population","      Karen",,     205,,     110,,      90,,    1645,,     830,,     815,
"Ethnic origin population","      Korean",,     645,,     345,,     295,,   93420,,   44585,,   48835,
"Ethnic origin population","      Laotian",,     510,,     260,,     250,,    9875,,    4865,,    5015,
"Ethnic origin population","      Malaysian",,      60,,      30,,      35,,    7310,,    3370,,    3935,
"Ethnic origin population","      Mongolian",,      20,,      10,,      10,,    2940,,    1390,,    1545,
"Ethnic origin population","      Singaporean",,      20,,      10,,       0,,    1260,,     565,,     700,
"Ethnic origin population","      Taiwanese",,     130,,      75,,      65,,   10060,,    4595,,    5465,
"Ethnic origin population","      Thai",,     365,,     155,,     210,,    6865,,    2725,,    4135,
"Ethnic origin population","      Tibetan",,       0,,       0,,       0,,    6365,,    3175,,    3185,
"Ethnic origin population","      Vietnamese",,    2665,,    1330,,    1335,,  107640,,   51350,,   56290,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,      75,,      40,,      35,,    4375,,    2165,,    2210,
"Ethnic origin population","    Other Asian origins",,     315,,     160,,     155,,   13430,,    6575,,    6855,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,     310,,     160,,     150,,   13430,,    6575,,    6855,
"Ethnic origin population","  Oceania origins",,     310,,     175,,     135,,   20680,,   10435,,   10240,
"Ethnic origin population","    Australian",,     190,,      95,,      95,,   13315,,    6780,,    6530,
"Ethnic origin population","    New Zealander",,      75,,      50,,      25,,    4250,,    2255,,    2000,
"Ethnic origin population","    Pacific Islands origins",,      60,,      45,,      15,,    3490,,    1625,,    1860,
"Ethnic origin population","      Fijian",,      20,,      10,,      10,,    1610,,     665,,     945,
"Ethnic origin population","      Hawaiian",,      25,,      20,,      10,,     470,,     235,,     240,
"Ethnic origin population","      Maori",,       0,,      10,,       0,,     485,,     255,,     230,
"Ethnic origin population","      Polynesian; n.o.s.",128,       0,,       0,,       0,,     275,,     115,,     165,
"Ethnic origin population","      Samoan",,       0,,       0,,       0,,     225,,     140,,      85,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,      10,,      10,,       0,,     555,,     265,,     290,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,  159050,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Owner",,  115780,,,...,,..., 3601825,,,...,,...
"Household characteristics","  Renter",,   43270,,,...,,..., 1559720,,,...,,...
"Household characteristics","  Band housing",,       0,,,...,,...,    7635,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,  159055,,,...,,..., 5169170,,,...,,...
"Household characteristics","  Condominium",,    9885,,,...,,...,  680495,,,...,,...
"Household characteristics","  Not condominium",,  149170,,,...,,..., 4488680,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,  159055,,,...,,..., 5169175,,,...,,...
"Household characteristics","  No bedrooms",,     775,,,...,,...,   33950,,,...,,...
"Household characteristics","  1 bedroom",,   17475,,,...,,...,  699980,,,...,,...
"Household characteristics","  2 bedrooms",,   34855,,,...,,..., 1122145,,,...,,...
"Household characteristics","  3 bedrooms",,   66705,,,...,,..., 1876905,,,...,,...
"Household characteristics","  4 or more bedrooms",,   39240,,,...,,..., 1436185,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,  159050,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 to 4 rooms",,   31830,,,...,,..., 1369660,,,...,,...
"Household characteristics","  5 rooms",,   22135,,,...,,...,  718020,,,...,,...
"Household characteristics","  6 rooms",,   25195,,,...,,...,  770730,,,...,,...
"Household characteristics","  7 rooms",,   23895,,,...,,...,  713595,,,...,,...
"Household characteristics","  8 or more rooms",,   55990,,,...,,..., 1597165,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  6.7,,,...,,...,  6.3,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,  159055,,,...,,..., 5169175,,,...,,...
"Household characteristics","  One person or fewer per room",,  156830,,,...,,..., 5046810,,,...,,...
"Household characteristics","  More than 1 person per room",,    2225,,,...,,...,  122360,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,  159055,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Suitable",,  152495,,,...,,..., 4858170,,,...,,...
"Household characteristics","  Not suitable",,    6560,,,...,,...,  311005,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,  159050,,,...,,..., 5169175,,,...,,...
"Household characteristics","  1960 or before",,   54255,,,...,,..., 1293135,,,...,,...
"Household characteristics","  1961 to 1980",,   43810,,,...,,..., 1449585,,,...,,...
"Household characteristics","  1981 to 1990",,   14250,,,...,,...,  709135,,,...,,...
"Household characteristics","  1991 to 2000",,   22605,,,...,,...,  622565,,,...,,...
"Household characteristics","  2001 to 2005",,   12825,,,...,,...,  396130,,,...,,...
"Household characteristics","  2006 to 2010",,    6290,,,...,,...,  368235,,,...,,...
"Household characteristics","  2011 to 2016",137,    5020,,,...,,...,  330390,,,...,,...
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",138,  159055,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Only regular maintenance or minor repairs needed",,  148630,,,...,,..., 4851335,,,...,,...
"Household characteristics","  Major repairs needed",,   10420,,,...,,...,  317840,,,...,,...
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",139,  159055,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 household maintainer",,   98095,,,...,,..., 2962065,,,...,,...
"Household characteristics","  2 household maintainers",,   58210,,,...,,..., 2059710,,,...,,...
"Household characteristics","  3 or more household maintainers",,    2755,,,...,,...,  147400,,,...,,...
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",140,  159055,,,...,,..., 5169175,,,...,,...
"Household characteristics","  15 to 24 years",,    4430,,,...,,...,  135835,,,...,,...
"Household characteristics","  25 to 34 years",,   18565,,,...,,...,  681685,,,...,,...
"Household characteristics","  35 to 44 years",,   26105,,,...,,...,  880070,,,...,,...
"Household characteristics","  45 to 54 years",,   33895,,,...,,..., 1113885,,,...,,...
"Household characteristics","  55 to 64 years",,   32750,,,...,,..., 1047185,,,...,,...
"Household characteristics","  65 to 74 years",,   24255,,,...,,...,  738445,,,...,,...
"Household characteristics","  75 to 84 years",,   13640,,,...,,...,  414210,,,...,,...
"Household characteristics","  85 years and over",,    5415,,,...,,...,  157860,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,  157885,,,...,,..., 5106290,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,  124345,,,...,,..., 3694385,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,   33535,,,...,,..., 1411900,,,...,,...
"Household characteristics","    30% to less than 100%",,   28960,,,...,,..., 1208010,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,  114735,,,...,,..., 3557485,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 59.2,,,...,,..., 61.0,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 12.7,,,...,,..., 19.8,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,     957,,,...,,...,    1299,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1091,,,...,,...,    1463,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144,  200559,,,...,,...,  400496,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144,  246774,,,...,,...,  506409,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,   43245,,,...,,..., 1554940,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145, 17.4,,,...,,..., 15.0,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 44.0,,,...,,..., 45.7,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,     784,,,...,,...,    1045,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,     817,,,...,,...,    1109,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,  324325,,  158165,,  166160,,11038440,, 5342755,, 5695685,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   62035,,   30885,,   31145,, 1935355,,  961690,,  973670,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,  100700,,   49675,,   51025,, 3026100,, 1485320,, 1540770,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  161595,,   77605,,   83990,, 6076985,, 2895745,, 3181235,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   21595,,   15845,,    5750,,  664180,,  471055,,  193120,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    9350,,    5770,,    3580,,  324370,,  199510,,  124855,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,   12250,,   10080,,    2175,,  339810,,  271545,,   68260,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   70380,,   29455,,   40925,, 2298715,,  981785,, 1316930,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    5795,,    2480,,    3310,,  242005,,  107065,,  134945,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   63825,,   29825,,   34000,, 2872085,, 1335845,, 1536250,
" Highest certificate; diploma or degree","      Bachelor's degree",,   42945,,   18990,,   23950,, 1911530,,  854135,, 1057395,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    4650,,    2025,,    2620,,  189370,,   83670,,  105695,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    1965,,    1205,,     760,,   79760,,   42295,,   37460,
" Highest certificate; diploma or degree","      Master's degree",,   11980,,    6165,,    5815,,  593645,,  294180,,  299470,
" Highest certificate; diploma or degree","      Earned doctorate",150,    2290,,    1440,,     850,,   97790,,   61560,,   36230,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,  206545,,  100645,,  105905,, 7229120,, 3498620,, 3730495,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   23580,,   12745,,   10840,,  752995,,  404770,,  348225,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   60760,,   30850,,   29915,, 1768955,,  895020,,  873935,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,  122205,,   57045,,   65160,, 4707165,, 2198830,, 2508335,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,   14140,,   10335,,    3805,,  446390,,  315975,,  130420,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    6100,,    3795,,    2305,,  218980,,  134685,,   84295,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    8040,,    6540,,    1500,,  227410,,  181290,,   46120,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   54650,,   22660,,   31990,, 1782530,,  762505,, 1020030,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    3845,,    1635,,    2215,,  170925,,   75935,,   94995,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   49570,,   22425,,   27145,, 2307320,, 1044420,, 1262895,
" Highest certificate; diploma or degree","      Bachelor's degree",,   32960,,   14185,,   18775,, 1519850,,  668450,,  851400,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    3650,,    1525,,    2125,,  148960,,   62370,,   86590,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,    1585,,     915,,     670,,   63790,,   30895,,   32895,
" Highest certificate; diploma or degree","      Master's degree",,    9605,,    4775,,    4830,,  500415,,  239160,,  261255,
" Highest certificate; diploma or degree","      Earned doctorate",150,    1765,,    1025,,     745,,   74310,,   43545,,   30765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,  324330,,  158165,,  166160,,11038440,, 5342755,, 5695685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,  162730,,   80560,,   82175,, 4961455,, 2447010,, 2514445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,   10720,,    2665,,    8055,,  349745,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,   10720,,    2665,,    8055,,  349750,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    3895,,    1695,,    2195,,  246075,,  109955,,  136120,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     510,,     380,,     135,,   38745,,   28735,,   10010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    3380,,    1315,,    2060,,  207325,,   81220,,  126110,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    6710,,    2710,,    4000,,  359560,,  133350,,  226210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     660,,     135,,     525,,   37900,,    8170,,   29730,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    1695,,     555,,    1145,,   98440,,   28290,,   70145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    1515,,     605,,     910,,   95345,,   32940,,   62410,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      50,,      25,,      25,,    2165,,     805,,    1365,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     355,,     215,,     140,,   24255,,   13425,,   10830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     715,,     405,,     305,,   28175,,   17120,,   11055,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,    1215,,     670,,     550,,   57295,,   30015,,   27280,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     510,,     110,,     395,,   15990,,    2590,,   13400,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   18025,,    5795,,   12225,,  810410,,  269735,,  540670,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,     175,,      20,,     160,,   10765,,    2210,,    8560,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    2240,,    1095,,    1145,,   81500,,   31825,,   49675,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    3745,,     215,,    3530,,  141750,,   11775,,  129975,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    2595,,     905,,    1690,,  128860,,   45275,,   83590,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     225,,      40,,     190,,   16210,,    3400,,   12815,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    3680,,     965,,    2715,,  122545,,   29640,,   92905,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    5355,,    2555,,    2800,,  308775,,  145620,,  163155,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   29620,,   11305,,   18315,, 1279665,,  527085,,  752580,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      80,,      20,,      60,,    2725,,     895,,    1830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    2965,,     545,,    2420,,  108935,,   21405,,   87530,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   26575,,   10740,,   15835,, 1168005,,  504780,,  663225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    5600,,    2665,,    2940,,  253905,,  124050,,  129850,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    2420,,     970,,    1455,,  110950,,   45120,,   65835,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,    1150,,     480,,     670,,   54745,,   24800,,   29945,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      15,,      10,,      15,,    3830,,    1190,,    2640,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,    1485,,    1035,,     455,,   72355,,   48145,,   24205,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     525,,     185,,     350,,   12025,,    4795,,    7235,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    5560,,    3395,,    2165,,  290045,,  185310,,  104730,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    4410,,    2885,,    1525,,  220550,,  150765,,   69790,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     290,,      45,,     245,,   15220,,    2450,,   12770,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     810,,     440,,     370,,   49025,,   28515,,   20515,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,      45,,      25,,      20,,    5235,,    3580,,    1655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   38430,,   35565,,    2865,, 1173030,, 1055050,,  117985,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,    1030,,     780,,     250,,   51845,,   34590,,   17265,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    8315,,    6965,,    1345,,  334085,,  271010,,   63070,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    7340,,    6565,,     775,,  237775,,  214500,,   23275,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.12 Historic preservation and conservation",,       0,,       0,,       0,,     160,,      30,,     125,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    46. Construction trades",,    6290,,    6160,,     130,,  198790,,  194555,,    4235,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    47. Mechanic and repair technologies/technicians",,    6985,,    6825,,     160,,  225860,,  220545,,    5315,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    48. Precision production",,    8465,,    8265,,     205,,  124515,,  119820,,    4695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Agriculture; natural resources and conservation",,    2405,,    1535,,     870,,  106895,,   67015,,   39880,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    01. Agriculture; agriculture operations and related sciences",,    1780,,    1155,,     625,,   66035,,   41790,,   24240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    03. Natural resources and conservation",,     625,,     385,,     245,,   40860,,   25230,,   15635,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Health and related fields",,   29585,,    5415,,   24170,,  865970,,  173780,,  692185,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    31. Parks; recreation; leisure and fitness studies",,    1935,,    1005,,     935,,   75715,,   37005,,   38705,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    51. Health professions and related programs",,   27230,,    4135,,   23090,,  767680,,  124280,,  643400,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    60. Dental; medical and veterinary residency programs",,     420,,     275,,     140,,   22575,,   12490,,   10075,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Personal; protective and transportation services",,   11025,,    4835,,    6185,,  340285,,  170915,,  169375,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    12. Personal and culinary services",,    6450,,    1315,,    5140,,  183925,,   49390,,  134535,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    28. Military science; leadership and operational art",,      35,,      35,,       0,,    2135,,    1815,,     320,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    29. Military technologies and applied sciences",,      60,,      50,,      10,,    2610,,    2385,,     225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    43. Security and protective services",,    3175,,    2270,,     905,,   98325,,   68625,,   29695,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    49. Transportation and materials moving",,    1305,,    1170,,     135,,   53290,,   48695,,    4595,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Other",,      25,,      10,,      10,,    1405,,     260,,    1145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.99 Multidisciplinary/interdisciplinary studies; other",,      20,,      15,,      10,,    1405,,     255,,    1145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 25 to 64 years in private households - 25% sample data",151,  206545,,  100640,,  105910,, 7229120,, 3498625,, 3730500,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   84345,,   43595,,   40750,, 2521950,, 1299790,, 1222160,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    7410,,    1690,,    5715,,  243635,,   52670,,  190965,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    7410,,    1695,,    5720,,  243635,,   52670,,  190965,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    2885,,    1200,,    1680,,  192630,,   85175,,  107450,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     370,,     255,,     110,,   28705,,   21070,,    7635,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    2520,,     945,,    1575,,  163925,,   64105,,   99815,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    4550,,    1800,,    2750,,  266665,,   95805,,  170855,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     495,,      85,,     415,,   29210,,    5775,,   23435,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,    1105,,     365,,     740,,   73110,,   20225,,   52885,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    24. Liberal arts and sciences; general studies and humanities",,    1120,,     445,,     675,,   72145,,   24330,,   47815,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30A Interdisciplinary humanities",153,      25,,      25,,       0,,    1665,,     615,,    1045,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    38. Philosophy and religious studies",,     245,,     150,,      95,,   17755,,    9925,,    7830,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    39. Theology and religious vocations",,     470,,     290,,     180,,   19390,,   11790,,    7605,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    54. History",,     750,,     380,,     370,,   42315,,   21735,,   20585,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    55. French language and literature/letters",,     335,,      65,,     270,,   11075,,    1415,,    9655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Social and behavioural sciences and law",,   14355,,    4325,,   10030,,  648285,,  207200,,  441085,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    05. Area; ethnic; cultural; gender; and group studies",,     120,,      15,,     100,,    8630,,    1785,,    6845,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    09. Communication; journalism and related programs",,    1900,,     925,,     970,,   67115,,   26015,,   41105,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    19. Family and consumer sciences/human sciences",,    3085,,     160,,    2920,,  111550,,    8405,,  103145,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    22. Legal professions and studies",,    2080,,     600,,    1475,,  108895,,   34250,,   74650,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30B Interdisciplinary social and behavioural sciences",154,     155,,      25,,     130,,   12875,,    2705,,   10170,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    42. Psychology",,    2800,,     620,,    2175,,   93770,,   21045,,   72725,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    45. Social sciences",,    4215,,    1975,,    2240,,  245445,,  113000,,  132445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Business; management and public administration",,   22930,,    8460,,   14475,, 1026975,,  414425,,  612550,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.16 Accounting and computer science",,      50,,      10,,      40,,    2225,,     715,,    1510,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    44. Public administration and social service professions",,    2355,,     410,,    1940,,   88130,,   16590,,   71540,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    52. Business; management; marketing and related support services",,   20525,,    8035,,   12495,,  936620,,  397120,,  539500,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Physical and life sciences and technologies",,    3830,,    1720,,    2115,,  190235,,   88535,,  101700,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    26. Biological and biomedical sciences",,    1615,,     595,,    1020,,   84580,,   33150,,   51425,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30.01 Biological and physical sciences",,     845,,     330,,     515,,   41255,,   18020,,   23240,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30C Other interdisciplinary physical and life sciences",155,      15,,      10,,      10,,    3135,,     975,,    2165,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    40. Physical sciences",,     995,,     665,,     325,,   52490,,   33175,,   19310,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    41. Science technologies/technicians",,     360,,     120,,     240,,    8775,,    3215,,    5555,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Mathematics; computer and information sciences",,    4640,,    2875,,    1765,,  252275,,  162360,,   89915,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    11. Computer and information sciences and support services",,    3830,,    2525,,    1305,,  198775,,  136120,,   62655,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    25. Library science",,     175,,      20,,     155,,   10755,,    1765,,    8995,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    27. Mathematics and statistics",,     595,,     320,,     275,,   38160,,   21440,,   16720,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    30D Interdisciplinary mathematics; computer and information sciences",156,      40,,      20,,      15,,    4580,,    3030,,    1550,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Architecture; engineering; and related technologies",,   28260,,   25890,,    2370,,  878300,,  779075,,   99225,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    04. Architecture and related services",,     855,,     650,,     210,,   42115,,   27365,,   14745,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    14. Engineering",,    6520,,    5365,,    1155,,  266040,,  211240,,   54800,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    15. Engineering technologies and engineering-related fields",,    5650,,    4970,,     680,,  178830,,  160160,,   18675,
