,,,"Brant, Census division [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Ethnic origin population","    Kittitian/Nevisian",,      25,,      20,,      10,,    2260,,    1090,,    1175,
"Ethnic origin population","    Martinican",,       0,,       0,,       0,,     195,,      65,,     125,
"Ethnic origin population","    Montserratan",,      25,,      15,,      10,,     620,,     300,,     325,
"Ethnic origin population","    Puerto Rican",,      10,,       0,,       0,,    1495,,     755,,     740,
"Ethnic origin population","    St. Lucian",,       0,,      10,,       0,,    7170,,    3195,,    3985,
"Ethnic origin population","    Trinidadian/Tobagonian",,     275,,     170,,     105,,   59560,,   27850,,   31710,
"Ethnic origin population","    Vincentian/Grenadinian",,      30,,      20,,      10,,   12155,,    5250,,    6905,
"Ethnic origin population","    West Indian; n.o.s.",114,     145,,      75,,      75,,   56865,,   25380,,   31480,
"Ethnic origin population","    Caribbean origins; n.i.e.",115,      75,,      30,,      40,,   16970,,    7770,,    9195,
"Ethnic origin population","  Latin; Central and South American origins",,    1135,,     560,,     575,,  322210,,  153045,,  169165,
"Ethnic origin population","    Aboriginal from Central/South America (except Arawak and Maya)",,      35,,      20,,      10,,   10795,,    5040,,    5750,
"Ethnic origin population","    Arawak",,       0,,       0,,       0,,    1055,,     470,,     585,
"Ethnic origin population","    Argentinian",,      15,,      10,,       0,,   11460,,    5620,,    5840,
"Ethnic origin population","    Belizean",,       0,,       0,,       0,,     810,,     395,,     415,
"Ethnic origin population","    Bolivian",,       0,,       0,,       0,,    1885,,     935,,     955,
"Ethnic origin population","    Brazilian",,     125,,      60,,      70,,   18395,,    8760,,    9635,
"Ethnic origin population","    Chilean",,      10,,      10,,       0,,   14625,,    7015,,    7610,
"Ethnic origin population","    Colombian",,     120,,      50,,      75,,   40820,,   19345,,   21480,
"Ethnic origin population","    Costa Rican",,       0,,       0,,       0,,    2790,,    1380,,    1410,
"Ethnic origin population","    Ecuadorian",,      50,,      30,,      20,,   20385,,    9650,,   10735,
"Ethnic origin population","    Guatemalan",,      60,,      30,,      30,,   10040,,    4870,,    5170,
"Ethnic origin population","    Guyanese",,     250,,     130,,     125,,   73360,,   34050,,   39315,
"Ethnic origin population","    Hispanic",,      20,,      10,,      10,,    5805,,    2790,,    3015,
"Ethnic origin population","    Honduran",,      30,,      20,,      10,,    3360,,    1590,,    1765,
"Ethnic origin population","    Maya",,      20,,      10,,      10,,    2500,,    1285,,    1215,
"Ethnic origin population","    Mexican",,     175,,      80,,      95,,   43120,,   20735,,   22380,
"Ethnic origin population","    Nicaraguan",,      75,,      30,,      50,,    7100,,    3440,,    3665,
"Ethnic origin population","    Panamanian",,      10,,       0,,       0,,    2475,,    1125,,    1355,
"Ethnic origin population","    Paraguayan",,      10,,      10,,       0,,     600,,     280,,     320,
"Ethnic origin population","    Peruvian",,      15,,      10,,      10,,   14780,,    6985,,    7800,
"Ethnic origin population","    Salvadorean",,      90,,      50,,      40,,   27595,,   13530,,   14070,
"Ethnic origin population","    Uruguayan",,       0,,       0,,       0,,    4200,,    2150,,    2050,
"Ethnic origin population","    Venezuelan",,      70,,      35,,      35,,   11750,,    5320,,    6430,
"Ethnic origin population","    Latin; Central and South American origins; n.i.e.",116,      30,,      20,,      10,,   14095,,    6745,,    7350,
"Ethnic origin population","  African origins",,    1030,,     490,,     540,,  414095,,  203260,,  210835,
"Ethnic origin population","    Central and West African origins",,     110,,      60,,      50,,   85735,,   42745,,   42990,
"Ethnic origin population","      Akan",,       0,,       0,,       0,,     965,,     540,,     425,
"Ethnic origin population","      Angolan",,       0,,      10,,       0,,    1635,,     815,,     820,
"Ethnic origin population","      Ashanti",,       0,,       0,,       0,,    1205,,     620,,     585,
"Ethnic origin population","      Beninese",,       0,,       0,,       0,,     555,,     280,,     270,
"Ethnic origin population","      Burkinabe",,       0,,       0,,       0,,     415,,     190,,     225,
"Ethnic origin population","      Cameroonian",,       0,,       0,,       0,,    4700,,    2330,,    2370,
"Ethnic origin population","      Chadian",,       0,,       0,,       0,,     645,,     320,,     325,
"Ethnic origin population","      Congolese",,       0,,       0,,       0,,   10425,,    4960,,    5460,
"Ethnic origin population","      Edo",,       0,,       0,,       0,,    1025,,     545,,     480,
"Ethnic origin population","      Ewe",,       0,,       0,,       0,,     180,,      95,,      80,
"Ethnic origin population","      Gabonese",,       0,,       0,,       0,,     170,,      80,,      90,
"Ethnic origin population","      Gambian",,       0,,       0,,       0,,     630,,     305,,     330,
"Ethnic origin population","      Ghanaian",,      55,,      25,,      30,,   24850,,   12060,,   12790,
"Ethnic origin population","      Guinean",,       0,,       0,,       0,,    1105,,     550,,     560,
"Ethnic origin population","      Ibo",,       0,,       0,,       0,,    1940,,    1035,,     905,
"Ethnic origin population","      Ivorian",,       0,,       0,,       0,,    1350,,     600,,     745,
"Ethnic origin population","      Liberian",,       0,,       0,,       0,,     770,,     365,,     405,
"Ethnic origin population","      Malian",,       0,,       0,,       0,,     490,,     250,,     240,
"Ethnic origin population","      Malinké",,       0,,       0,,       0,,     345,,     160,,     185,
"Ethnic origin population","      Nigerian",,      25,,      10,,      10,,   26560,,   13620,,   12940,
"Ethnic origin population","      Peulh",,       0,,       0,,       0,,     135,,      80,,      55,
"Ethnic origin population","      Senegalese",,       0,,       0,,       0,,    1000,,     500,,     495,
"Ethnic origin population","      Sierra Leonean",,       0,,       0,,       0,,    1175,,     585,,     585,
"Ethnic origin population","      Togolese",,       0,,       0,,       0,,     670,,     370,,     300,
"Ethnic origin population","      Wolof",,       0,,       0,,       0,,      80,,      45,,      35,
"Ethnic origin population","      Yoruba",,      10,,       0,,      10,,    4055,,    2155,,    1900,
"Ethnic origin population","      Central and West African origins; n.i.e.",117,      20,,      15,,      10,,    4745,,    2340,,    2410,
"Ethnic origin population","    North African origins",,     195,,     100,,      90,,   86665,,   44970,,   41695,
"Ethnic origin population","      Algerian",,      10,,      10,,       0,,    4065,,    2035,,    2030,
"Ethnic origin population","      Berber",,       0,,       0,,       0,,    1845,,     985,,     860,
"Ethnic origin population","      Coptic",,       0,,       0,,       0,,    2305,,    1185,,    1120,
"Ethnic origin population","      Dinka",,       0,,       0,,       0,,     205,,     110,,      95,
"Ethnic origin population","      Egyptian",,     115,,      55,,      65,,   52845,,   27465,,   25375,
"Ethnic origin population","      Libyan",,       0,,       0,,       0,,    3785,,    2015,,    1760,
"Ethnic origin population","      Maure",,       0,,       0,,       0,,     290,,     160,,     125,
"Ethnic origin population","      Moroccan",,      35,,      35,,       0,,   12305,,    6310,,    6000,
"Ethnic origin population","      Sudanese",,      30,,      10,,      20,,    8975,,    4600,,    4375,
"Ethnic origin population","      Tunisian",,       0,,       0,,       0,,    2295,,    1210,,    1085,
"Ethnic origin population","      North African origins; n.i.e.",118,       0,,       0,,       0,,    1755,,     920,,     830,
"Ethnic origin population","    Southern and East African origins",,     225,,     105,,     120,,  128910,,   61680,,   67230,
"Ethnic origin population","      Afrikaner",,       0,,       0,,       0,,     560,,     285,,     275,
"Ethnic origin population","      Amhara",,       0,,       0,,       0,,     720,,     360,,     360,
"Ethnic origin population","      Bantu; n.o.s.",119,       0,,       0,,       0,,     870,,     455,,     415,
"Ethnic origin population","      Burundian",,       0,,       0,,       0,,    3105,,    1465,,    1640,
"Ethnic origin population","      Djiboutian",,       0,,       0,,       0,,    1035,,     460,,     575,
"Ethnic origin population","      Eritrean",,      10,,       0,,      15,,   11870,,    5740,,    6125,
"Ethnic origin population","      Ethiopian",,      15,,      10,,       0,,   22560,,   10755,,   11800,
"Ethnic origin population","      Harari",,       0,,       0,,       0,,     475,,     255,,     215,
"Ethnic origin population","      Kenyan",,      10,,      10,,       0,,    5860,,    2780,,    3080,
"Ethnic origin population","      Malagasy",,       0,,       0,,       0,,     430,,     200,,     230,
"Ethnic origin population","      Mauritian",,       0,,       0,,       0,,    3600,,    1830,,    1770,
"Ethnic origin population","      Oromo",,       0,,       0,,       0,,    1290,,     610,,     685,
"Ethnic origin population","      Rwandan",,       0,,       0,,       0,,    3215,,    1380,,    1830,
"Ethnic origin population","      Seychellois",,      25,,      10,,      15,,     350,,     140,,     205,
"Ethnic origin population","      Somali",,       0,,       0,,       0,,   40995,,   19200,,   21795,
"Ethnic origin population","      South African",,      95,,      45,,      55,,   19760,,    9790,,    9970,
"Ethnic origin population","      Tanzanian",,      10,,       0,,       0,,    2610,,    1300,,    1315,
"Ethnic origin population","      Tigrian",,       0,,       0,,       0,,     770,,     395,,     375,
"Ethnic origin population","      Ugandan",,       0,,       0,,       0,,    2950,,    1445,,    1505,
"Ethnic origin population","      Zambian",,       0,,       0,,       0,,     805,,     410,,     395,
"Ethnic origin population","      Zimbabwean",,      70,,      35,,      40,,    3425,,    1595,,    1830,
"Ethnic origin population","      Zulu",,       0,,       0,,       0,,     440,,     225,,     215,
"Ethnic origin population","      Southern and East African origins; n.i.e.",120,       0,,      10,,       0,,    8475,,    3900,,    4570,
"Ethnic origin population","    Other African origins",,     540,,     245,,     295,,  119670,,   57245,,   62420,
"Ethnic origin population","      Black; n.o.s.",121,     125,,      35,,      85,,   17380,,    7720,,    9660,
"Ethnic origin population","      Other African origins; n.i.e.",122,     415,,     210,,     205,,  103560,,   50150,,   53410,
"Ethnic origin population","  Asian origins",,    7840,,    3860,,    3980,, 3100450,, 1506795,, 1593655,
"Ethnic origin population","    West Central Asian and Middle Eastern origins",,     980,,     470,,     505,,  523340,,  265615,,  257730,
"Ethnic origin population","      Afghan",,      65,,      40,,      25,,   54535,,   27255,,   27280,
"Ethnic origin population","      Arab; n.o.s.",123,     100,,      50,,      50,,   44705,,   23345,,   21360,
"Ethnic origin population","      Armenian",,     175,,      75,,      95,,   29675,,   14570,,   15105,
"Ethnic origin population","      Assyrian",,       0,,       0,,       0,,   12075,,    6140,,    5935,
"Ethnic origin population","      Azerbaijani",,       0,,       0,,       0,,    4105,,    1995,,    2110,
"Ethnic origin population","      Georgian",,      10,,       0,,      10,,    2815,,    1415,,    1395,
"Ethnic origin population","      Hazara",,       0,,       0,,       0,,     680,,     390,,     290,
"Ethnic origin population","      Iranian",,      55,,      35,,      25,,  117065,,   58995,,   58065,
"Ethnic origin population","      Iraqi",,      65,,      30,,      35,,   50460,,   25420,,   25035,
"Ethnic origin population","      Israeli",,      25,,      15,,      15,,   17080,,    8890,,    8185,
"Ethnic origin population","      Jordanian",,      20,,      10,,      10,,    9660,,    5110,,    4545,
"Ethnic origin population","      Kazakh",,       0,,       0,,       0,,    1325,,     610,,     715,
"Ethnic origin population","      Kurd",,       0,,       0,,       0,,    9210,,    4880,,    4330,
"Ethnic origin population","      Kuwaiti",,       0,,       0,,       0,,    1510,,     795,,     715,
"Ethnic origin population","      Kyrgyz",,       0,,       0,,       0,,     340,,     130,,     210,
"Ethnic origin population","      Lebanese",,     160,,      70,,      85,,   86245,,   43700,,   42545,
"Ethnic origin population","      Palestinian",,     210,,     105,,     100,,   28480,,   15215,,   13270,
"Ethnic origin population","      Pashtun",,       0,,      10,,       0,,    3010,,    1635,,    1375,
"Ethnic origin population","      Saudi Arabian",,      10,,       0,,      10,,    3660,,    1975,,    1685,
"Ethnic origin population","      Syrian",,      45,,      15,,      30,,   31440,,   15570,,   15870,
"Ethnic origin population","      Tajik",,       0,,       0,,       0,,    1850,,     880,,     970,
"Ethnic origin population","      Tatar",,       0,,       0,,       0,,    2135,,     930,,    1205,
"Ethnic origin population","      Turk",,      55,,      25,,      35,,   34165,,   17340,,   16825,
"Ethnic origin population","      Turkmen",,       0,,       0,,       0,,     695,,     345,,     355,
"Ethnic origin population","      Uighur",,       0,,       0,,       0,,     755,,     385,,     375,
"Ethnic origin population","      Uzbek",,      15,,       0,,      10,,    2400,,    1155,,    1240,
"Ethnic origin population","      Yemeni",,      20,,       0,,      10,,    4225,,    2065,,    2155,
"Ethnic origin population","      West Central Asian and Middle Eastern origins; n.i.e.",124,      25,,      10,,      15,,   16270,,    8395,,    7875,
"Ethnic origin population","    South Asian origins",,    3450,,    1750,,    1700,, 1182845,,  595480,,  587370,
"Ethnic origin population","      Bangladeshi",,      30,,      10,,      30,,   29195,,   14965,,   14230,
"Ethnic origin population","      Bengali",,       0,,       0,,       0,,   15235,,    7795,,    7445,
"Ethnic origin population","      Bhutanese",,       0,,       0,,       0,,    1450,,     710,,     735,
"Ethnic origin population","      East Indian",,    2705,,    1395,,    1315,,  774500,,  390015,,  384480,
"Ethnic origin population","      Goan",,      25,,       0,,      20,,    4775,,    2245,,    2525,
"Ethnic origin population","      Gujarati",,      35,,      20,,      15,,    5915,,    3055,,    2860,
"Ethnic origin population","      Kashmiri",,       0,,       0,,       0,,    1795,,     900,,     895,
"Ethnic origin population","      Nepali",,       0,,       0,,       0,,    8150,,    4070,,    4080,
"Ethnic origin population","      Pakistani",,     385,,     205,,     175,,  149060,,   75860,,   73200,
"Ethnic origin population","      Punjabi",,     310,,     170,,     140,,   55455,,   28580,,   26875,
"Ethnic origin population","      Sinhalese",,       0,,       0,,       0,,    5195,,    2545,,    2645,
"Ethnic origin population","      Sri Lankan",,      65,,      25,,      40,,  124270,,   60685,,   63585,
"Ethnic origin population","      Tamil",,      20,,      10,,      15,,   42760,,   21705,,   21050,
"Ethnic origin population","      South Asian origins; n.i.e.",125,     115,,      60,,      55,,   58705,,   29705,,   29005,
"Ethnic origin population","    East and Southeast Asian origins",,    3465,,    1665,,    1800,, 1422890,,  659650,,  763245,
"Ethnic origin population","      Burmese",,      10,,      10,,       0,,    4420,,    2105,,    2315,
"Ethnic origin population","      Cambodian (Khmer)",,      35,,      20,,      15,,   14655,,    6810,,    7845,
"Ethnic origin population","      Chinese",,    1160,,     540,,     620,,  849345,,  403280,,  446065,
"Ethnic origin population","      Filipino",,     960,,     445,,     515,,  337760,,  144830,,  192930,
"Ethnic origin population","      Hmong",,       0,,       0,,       0,,     650,,     340,,     305,
"Ethnic origin population","      Indonesian",,      95,,      60,,      35,,    9325,,    4305,,    5025,
"Ethnic origin population","      Japanese",,      95,,      60,,      35,,   41620,,   18530,,   23090,
"Ethnic origin population","      Karen",,       0,,       0,,       0,,    1645,,     830,,     815,
"Ethnic origin population","      Korean",,     320,,     135,,     180,,   93420,,   44585,,   48835,
"Ethnic origin population","      Laotian",,     155,,      75,,      85,,    9875,,    4865,,    5015,
"Ethnic origin population","      Malaysian",,      20,,      15,,      10,,    7310,,    3370,,    3935,
"Ethnic origin population","      Mongolian",,      20,,      15,,       0,,    2940,,    1390,,    1545,
"Ethnic origin population","      Singaporean",,       0,,       0,,       0,,    1260,,     565,,     700,
"Ethnic origin population","      Taiwanese",,      10,,       0,,      10,,   10060,,    4595,,    5465,
"Ethnic origin population","      Thai",,      15,,       0,,      10,,    6865,,    2725,,    4135,
"Ethnic origin population","      Tibetan",,       0,,       0,,       0,,    6365,,    3175,,    3185,
"Ethnic origin population","      Vietnamese",,     855,,     415,,     445,,  107640,,   51350,,   56290,
"Ethnic origin population","      East and Southeast Asian origins; n.i.e.",126,      10,,      10,,       0,,    4375,,    2165,,    2210,
"Ethnic origin population","    Other Asian origins",,      15,,      10,,       0,,   13430,,    6575,,    6855,
"Ethnic origin population","      Other Asian origins; n.i.e.",127,      15,,      10,,      10,,   13430,,    6575,,    6855,
"Ethnic origin population","  Oceania origins",,     155,,      75,,      85,,   20680,,   10435,,   10240,
"Ethnic origin population","    Australian",,     115,,      50,,      65,,   13315,,    6780,,    6530,
"Ethnic origin population","    New Zealander",,      25,,      10,,      15,,    4250,,    2255,,    2000,
"Ethnic origin population","    Pacific Islands origins",,      15,,      15,,       0,,    3490,,    1625,,    1860,
"Ethnic origin population","      Fijian",,       0,,       0,,       0,,    1610,,     665,,     945,
"Ethnic origin population","      Hawaiian",,       0,,       0,,       0,,     470,,     235,,     240,
"Ethnic origin population","      Maori",,      15,,      15,,       0,,     485,,     255,,     230,
"Ethnic origin population","      Polynesian; n.o.s.",128,       0,,       0,,       0,,     275,,     115,,     165,
"Ethnic origin population","      Samoan",,       0,,       0,,       0,,     225,,     140,,      85,
"Ethnic origin population","      Pacific Islands origins; n.i.e.",129,       0,,       0,,       0,,     555,,     265,,     290,
"Household characteristics","Total - Private households by tenure - 25% sample data",130,   52725,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Owner",,   38160,,,...,,..., 3601825,,,...,,...
"Household characteristics","  Renter",,   14550,,,...,,..., 1559720,,,...,,...
"Household characteristics","  Band housing",,      15,,,...,,...,    7635,,,...,,...
"Household characteristics","Total - Occupied private dwellings by condominium status - 25% sample data",131,   52720,,,...,,..., 5169170,,,...,,...
"Household characteristics","  Condominium",,    4040,,,...,,...,  680495,,,...,,...
"Household characteristics","  Not condominium",,   48680,,,...,,..., 4488680,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of bedrooms - 25% sample data",132,   52725,,,...,,..., 5169175,,,...,,...
"Household characteristics","  No bedrooms",,     175,,,...,,...,   33950,,,...,,...
"Household characteristics","  1 bedroom",,    4790,,,...,,...,  699980,,,...,,...
"Household characteristics","  2 bedrooms",,   11805,,,...,,..., 1122145,,,...,,...
"Household characteristics","  3 bedrooms",,   22505,,,...,,..., 1876905,,,...,,...
"Household characteristics","  4 or more bedrooms",,   13450,,,...,,..., 1436185,,,...,,...
"Household characteristics","Total - Occupied private dwellings by number of rooms - 25% sample data",133,   52720,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 to 4 rooms",,    9085,,,...,,..., 1369660,,,...,,...
"Household characteristics","  5 rooms",,    6780,,,...,,...,  718020,,,...,,...
"Household characteristics","  6 rooms",,    8580,,,...,,...,  770730,,,...,,...
"Household characteristics","  7 rooms",,    8760,,,...,,...,  713595,,,...,,...
"Household characteristics","  8 or more rooms",,   19520,,,...,,..., 1597165,,,...,,...
"Household characteristics","Average number of rooms per dwelling",,  6.8,,,...,,...,  6.3,,,...,,...
"Household characteristics","Total - Private households by number of persons per room - 25% sample data",134,   52720,,,...,,..., 5169175,,,...,,...
"Household characteristics","  One person or fewer per room",,   52390,,,...,,..., 5046810,,,...,,...
"Household characteristics","  More than 1 person per room",,     335,,,...,,...,  122360,,,...,,...
"Household characteristics","Total - Private households by housing suitability - 25% sample data",135,   52720,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Suitable",,   50965,,,...,,..., 4858170,,,...,,...
"Household characteristics","  Not suitable",,    1755,,,...,,...,  311005,,,...,,...
"Household characteristics","Total - Occupied private dwellings by period of construction - 25% sample data",136,   52725,,,...,,..., 5169175,,,...,,...
"Household characteristics","  1960 or before",,   18670,,,...,,..., 1293135,,,...,,...
"Household characteristics","  1961 to 1980",,   14715,,,...,,..., 1449585,,,...,,...
"Household characteristics","  1981 to 1990",,    5710,,,...,,...,  709135,,,...,,...
"Household characteristics","  1991 to 2000",,    5105,,,...,,...,  622565,,,...,,...
"Household characteristics","  2001 to 2005",,    3345,,,...,,...,  396130,,,...,,...
"Household characteristics","  2006 to 2010",,    2905,,,...,,...,  368235,,,...,,...
"Household characteristics","  2011 to 2016",137,    2285,,,...,,...,  330390,,,...,,...
"Household characteristics","Total - Occupied private dwellings by dwelling condition - 25% sample data",138,   52725,,,...,,..., 5169175,,,...,,...
"Household characteristics","  Only regular maintenance or minor repairs needed",,   49140,,,...,,..., 4851335,,,...,,...
"Household characteristics","  Major repairs needed",,    3580,,,...,,...,  317840,,,...,,...
"Household characteristics","Total - Private households by number of household maintainers - 25% sample data",139,   52720,,,...,,..., 5169170,,,...,,...
"Household characteristics","  1 household maintainer",,   30250,,,...,,..., 2962065,,,...,,...
"Household characteristics","  2 household maintainers",,   21525,,,...,,..., 2059710,,,...,,...
"Household characteristics","  3 or more household maintainers",,     945,,,...,,...,  147400,,,...,,...
"Household characteristics","Total - Private households by age of primary household maintainers - 25% sample data",140,   52725,,,...,,..., 5169175,,,...,,...
"Household characteristics","  15 to 24 years",,    1270,,,...,,...,  135835,,,...,,...
"Household characteristics","  25 to 34 years",,    6930,,,...,,...,  681685,,,...,,...
"Household characteristics","  35 to 44 years",,    8730,,,...,,...,  880070,,,...,,...
"Household characteristics","  45 to 54 years",,   10710,,,...,,..., 1113885,,,...,,...
"Household characteristics","  55 to 64 years",,   11010,,,...,,..., 1047185,,,...,,...
"Household characteristics","  65 to 74 years",,    8005,,,...,,...,  738445,,,...,,...
"Household characteristics","  75 to 84 years",,    4360,,,...,,...,  414210,,,...,,...
"Household characteristics","  85 years and over",,    1715,,,...,,...,  157860,,,...,,...
"Household characteristics","Total -  Owner and tenant households with household total income greater than zero; in non-farm; non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",141,   51945,,,...,,..., 5106290,,,...,,...
"Household characteristics","  Spending less than 30% of income on shelter costs",,   39830,,,...,,..., 3694385,,,...,,...
"Household characteristics","  Spending 30% or more of income on shelter costs",,   12110,,,...,,..., 1411900,,,...,,...
"Household characteristics","    30% to less than 100%",,   11075,,,...,,..., 1208010,,,...,,...
"Household characteristics","Total - Owner households in non-farm; non-reserve private dwellings - 25% sample data",,   37480,,,...,,..., 3557485,,,...,,...
"Household characteristics","  % of owner households with a mortgage",142, 63.4,,,...,,..., 61.0,,,...,,...
"Household characteristics","  % of owner households spending 30% or more of its income on shelter costs",141, 14.8,,,...,,..., 19.8,,,...,,...
"Household characteristics","  Median monthly shelter costs for owned dwellings ($)",143,    1155,,,...,,...,    1299,,,...,,...
"Household characteristics","  Average monthly shelter costs for owned dwellings ($)",143,    1227,,,...,,...,    1463,,,...,,...
"Household characteristics","  Median value of dwellings ($)",144,  300113,,,...,,...,  400496,,,...,,...
"Household characteristics","  Average value of dwellings ($)",144,  337344,,,...,,...,  506409,,,...,,...
"Household characteristics","Total - Tenant households in non-farm; non-reserve private dwellings - 25% sample data",,   14490,,,...,,..., 1554940,,,...,,...
"Household characteristics","  % of tenant households in subsidized housing",145, 15.6,,,...,,..., 15.0,,,...,,...
"Household characteristics","  % of tenant households spending 30% or more of its income on shelter costs",141, 45.4,,,...,,..., 45.7,,,...,,...
"Household characteristics","  Median monthly shelter costs for rented dwellings ($)",143,     901,,,...,,...,    1045,,,...,,...
"Household characteristics","  Average monthly shelter costs for rented dwellings ($)",143,     926,,,...,,...,    1109,,,...,,...
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 15 years and over in private households - 25% sample data",146,  108520,,   52600,,   55920,,11038440,, 5342755,, 5695685,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,   22480,,   11635,,   10845,, 1935355,,  961690,,  973670,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   33815,,   16370,,   17445,, 3026100,, 1485320,, 1540770,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,   52225,,   24595,,   27630,, 6076985,, 2895745,, 3181235,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,    8400,,    6090,,    2310,,  664180,,  471055,,  193120,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    4025,,    2530,,    1490,,  324370,,  199510,,  124855,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    4380,,    3560,,     820,,  339810,,  271545,,   68260,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   27080,,   11270,,   15805,, 2298715,,  981785,, 1316930,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    1560,,     745,,     815,,  242005,,  107065,,  134945,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   15195,,    6490,,    8705,, 2872085,, 1335845,, 1536250,
" Highest certificate; diploma or degree","      Bachelor's degree",,   10795,,    4350,,    6445,, 1911530,,  854135,, 1057395,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,    1110,,     455,,     655,,  189370,,   83670,,  105695,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,     435,,     315,,     120,,   79760,,   42295,,   37460,
" Highest certificate; diploma or degree","      Master's degree",,    2515,,    1175,,    1340,,  593645,,  294180,,  299470,
" Highest certificate; diploma or degree","      Earned doctorate",150,     340,,     195,,     145,,   97790,,   61560,,   36230,
" Highest certificate; diploma or degree","Total - Highest certificate; diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",146,   70445,,   34360,,   36080,, 7229120,, 3498620,, 3730495,
" Highest certificate; diploma or degree","  No certificate; diploma or degree",,    9220,,    5285,,    3935,,  752995,,  404770,,  348225,
" Highest certificate; diploma or degree","  Secondary (high) school diploma or equivalency certificate",147,   21250,,   10760,,   10490,, 1768955,,  895020,,  873935,
" Highest certificate; diploma or degree","  Postsecondary certificate; diploma or degree",,   39980,,   18315,,   21665,, 4707165,, 2198830,, 2508335,
" Highest certificate; diploma or degree","    Apprenticeship or trades certificate or diploma",,    5785,,    4200,,    1585,,  446390,,  315975,,  130420,
" Highest certificate; diploma or degree","      Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification",148,    2735,,    1725,,    1010,,  218980,,  134685,,   84295,
" Highest certificate; diploma or degree","      Certificate of Apprenticeship or Certificate of Qualification",149,    3055,,    2470,,     585,,  227410,,  181290,,   46120,
" Highest certificate; diploma or degree","    College; CEGEP or other non-university certificate or diploma",,   21365,,    8865,,   12500,, 1782530,,  762505,, 1020030,
" Highest certificate; diploma or degree","    University certificate or diploma below bachelor level",,    1070,,     515,,     555,,  170925,,   75935,,   94995,
" Highest certificate; diploma or degree","    University certificate; diploma or degree at bachelor level or above",,   11760,,    4745,,    7015,, 2307320,, 1044420,, 1262895,
" Highest certificate; diploma or degree","      Bachelor's degree",,    8410,,    3280,,    5130,, 1519850,,  668450,,  851400,
" Highest certificate; diploma or degree","      University certificate or diploma above bachelor level",,     885,,     340,,     550,,  148960,,   62370,,   86590,
" Highest certificate; diploma or degree","      Degree in medicine; dentistry; veterinary medicine or optometry",,     330,,     210,,     120,,   63790,,   30895,,   32895,
" Highest certificate; diploma or degree","      Master's degree",,    1875,,     770,,    1100,,  500415,,  239160,,  261255,
" Highest certificate; diploma or degree","      Earned doctorate",150,     265,,     145,,     120,,   74310,,   43545,,   30765,
"Major field of study - Classification of Instructional Programs (CIP) 2016","Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data",151,  108520,,   52600,,   55925,,11038440,, 5342755,, 5695685,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  No postsecondary certificate; diploma or degree",152,   56295,,   28005,,   28290,, 4961455,, 2447010,, 2514445,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Education",,    3295,,     830,,    2465,,  349745,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    13. Education",,    3295,,     830,,    2460,,  349750,,   79245,,  270505,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Visual and performing arts; and communications technologies",,    2030,,     920,,    1110,,  246075,,  109955,,  136120,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    10. Communications technologies/technicians and support services",,     415,,     300,,     120,,   38745,,   28735,,   10010,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    50. Visual and performing arts",,    1615,,     625,,     995,,  207325,,   81220,,  126110,
"Major field of study - Classification of Instructional Programs (CIP) 2016","  Humanities",,    2580,,    1010,,    1565,,  359560,,  133350,,  226210,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    16. Aboriginal and foreign languages; literatures and linguistics",,     170,,      55,,     115,,   37900,,    8170,,   29730,
"Major field of study - Classification of Instructional Programs (CIP) 2016","    23. English language and literature/letters",,     635,,     190,,     440,,   98440,,   28290,,   70145,
